Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,304.07,287.65,93.29,146.84,431.43,294.67,538.42,522.24,267.6,464.46,HINDCOPPER
Expenses,210.84,172.62,134.42,559.43,345.38,220.02,321.11,491.57,147.48,357.96,HINDCOPPER
Other Income,15.94,8.2,13.19,19.63,9.95,7.33,8.26,9.31,11.13,12.09,HINDCOPPER
Depreciation,66.13,72.24,78.84,71.84,54.1,67.32,80.83,91.68,59.12,18.71,HINDCOPPER
Interest,11.25,18.11,14.42,16.64,17.48,17.91,15.65,11.57,10.88,7.76,HINDCOPPER
Profit before tax,31.79,32.88,-121.2,-481.44,24.42,-3.25,129.09,-63.27,61.25,92.12,HINDCOPPER
Tax,10.59,13.4,-25.6,32.99,-4.97,-12.45,20.89,-26.46,15.64,24.59,HINDCOPPER
Net profit,21.2,19.48,-95.6,-514.43,29.39,9.2,108.2,-36.81,45.61,67.53,HINDCOPPER
Operating Profit,93.23,115.03,-41.13,-412.59,86.05,74.65,217.31,30.67,120.12,106.5,HINDCOPPER
