Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,140.27,77.63,70.6,69.49,84.88,78.72,79.24,83.13,85.64,77.17,KANANIIND
Raw Material Cost,132.43,78.82,65.88,67.83,83.63,78.54,80.97,80.79,88.73,66.47,KANANIIND
Change in Inventory,-3.78,2.42,-2.42,,,,2.98,0.47,6.9,-7.08,KANANIIND
Power and Fuel,0.03,0.01,,0.01,0.01,0.01,0.01,0.02,0.02,0.02,KANANIIND
Other Mfr. Exp,0.04,0.09,0.02,0.02,0.06,0.05,,0.01,0.02,0.02,KANANIIND
Employee Cost,0.5,0.36,0.3,0.26,0.39,0.35,0.35,0.41,0.48,0.47,KANANIIND
Selling and admin,0.1,0.14,0.14,0.26,0.21,0.24,0.24,0.18,1.55,2.04,KANANIIND
Other Expenses,0.02,,0.02,0.03,0.04,0.08,0.28,0.28,0.56,0.15,KANANIIND
Other Income,-0.51,1.19,-0.26,0.19,0.38,2.26,1.41,0.01,0.66,0.91,KANANIIND
Depreciation,0.12,0.11,0.1,0.1,0.09,0.09,0.09,0.26,0.14,0.09,KANANIIND
Interest,2.49,1.53,1.29,0.97,0.4,1.13,1.2,0.95,0.98,1.21,KANANIIND
Profit before tax,0.25,0.18,0.17,0.2,0.43,0.49,0.49,0.71,0.72,0.53,KANANIIND
Tax,0.05,0.04,0.03,0.04,0.08,0.09,0.1,0.14,0.16,0.08,KANANIIND
Net profit,0.2,0.14,0.14,0.17,0.35,0.39,0.4,0.57,0.57,0.44,KANANIIND
