Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,5.47,7.72,7.73,8.95,8.95,8.95,8.95,12.9,12.9,12.9,NEULANDLAB
Reserves,69.61,90.87,114.87,150.87,175.22,533.82,545.83,682.68,692.64,768.98,NEULANDLAB
Borrowings,220.06,210.48,190.1,187.76,182.03,192.11,319.21,231.46,263.74,182.3,NEULANDLAB
Other Liabilities,130.29,115.6,170.56,163.6,157.14,149.97,196.95,202.86,260.47,359.35,NEULANDLAB
Total,425.43,424.67,483.26,511.18,523.34,884.85,1070.94,1129.9,1229.75,1323.53,NEULANDLAB
Net Block,151.29,135.52,130.85,123.07,138.77,465.55,474.82,541.49,652.56,715.83,NEULANDLAB
Capital Work in Progress,27.15,35.69,34.56,41.47,40.48,19.6,126.09,104.47,23.75,17.25,NEULANDLAB
Investments,7.67,7.64,7.64,7.67,7.55,8.04,8.06,8.06,8.02,7.05,NEULANDLAB
Other Assets,239.32,245.82,310.21,338.97,336.54,391.66,461.97,475.88,545.42,583.4,NEULANDLAB
Total,425.43,424.67,483.26,511.18,523.34,884.85,1070.94,1129.9,1229.75,1323.53,NEULANDLAB
Receivables,96.41,98.5,118.59,128.85,119.11,181.11,193.92,164.02,189.89,217.73,NEULANDLAB
Inventory,92.42,92.17,93.42,113.4,126.66,135.11,175.09,192.65,219.55,247.61,NEULANDLAB
Cash & Bank,1.78,0.28,6.68,6.49,9.04,12.04,17.05,37.35,45.69,18.08,NEULANDLAB
No. of Equity Shares,5499731.0,7748276.0,7758954.0,8986530.0,8986530.0,8954854.0,8954854.0,12933165.0,12829889.0,12829889.0,NEULANDLAB
New Bonus Shares,,,,,,,,,,,NEULANDLAB
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NEULANDLAB
