Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2013-12-31 00:00:00,2014-09-30 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,102.99,123.91,78.99,81.36,403.2,189.82,150.79,22.89,0.84,0.63,AJRINFRA
Raw Material Cost,,,,,0.08,,,,,,AJRINFRA
Change in Inventory,,,,,,,,,,,AJRINFRA
Power and Fuel,1.43,1.52,1.67,1.66,3.01,0.19,0.2,0.18,0.17,0.12,AJRINFRA
Other Mfr. Exp,3.16,7.82,15.31,38.18,297.81,156.6,120.05,20.04,0.8,0.48,AJRINFRA
Employee Cost,17.4,19.73,17.38,13.77,20.51,7.49,8.51,8.34,3.45,0.82,AJRINFRA
Selling and admin,11.06,9.55,6.32,4.39,9.5,3.95,2.51,2.06,1.92,2.56,AJRINFRA
Other Expenses,8.0,3.82,3.95,2.47,7.78,5.16,8.46,1.75,7.81,0.64,AJRINFRA
Other Income,2.52,15.86,5.38,-36.71,50.47,29.37,25.91,-40.62,31.15,41.61,AJRINFRA
Depreciation,2.0,1.99,1.73,1.77,3.31,0.16,0.61,0.69,0.66,0.06,AJRINFRA
Interest,22.32,42.49,52.28,53.46,89.65,26.43,22.44,22.34,27.34,3.96,AJRINFRA
Profit before tax,40.14,52.85,-14.27,-71.05,22.02,19.21,13.92,-73.13,-10.16,33.6,AJRINFRA
Tax,7.2,22.42,-0.3,-1.72,-1.25,0.46,2.48,0.28,1.3,27.36,AJRINFRA
Net profit,32.94,30.43,-13.97,-69.34,23.27,18.75,11.44,-73.41,-11.47,6.25,AJRINFRA
