Report Date,2012-09-30 00:00:00,2013-09-30 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,11.48,11.48,11.48,11.48,11.48,12.74,12.74,12.74,12.74,12.74,ELECTHERM
Reserves,-16.72,-273.8,-596.69,-1036.5,-1254.81,-1284.98,-1273.2,-1133.76,-984.17,-919.53,ELECTHERM
Borrowings,3062.43,3122.37,3107.6,3063.3,3026.05,2955.17,2735.42,2504.63,2200.95,2135.9,ELECTHERM
Other Liabilities,366.07,322.31,326.76,322.28,370.13,474.18,616.08,727.39,688.43,667.76,ELECTHERM
Total,3423.26,3182.36,2849.15,2360.56,2152.85,2157.11,2091.04,2111.0,1917.95,1896.87,ELECTHERM
Net Block,1621.5,1480.6,1414.08,1277.33,1149.53,1025.5,938.8,862.39,764.47,680.45,ELECTHERM
Capital Work in Progress,9.59,11.14,10.45,10.45,11.22,20.34,15.93,27.43,26.82,27.39,ELECTHERM
Investments,122.4,127.39,127.39,127.39,48.71,45.99,46.06,46.06,45.98,46.2,ELECTHERM
Other Assets,1669.77,1563.23,1297.23,945.39,943.39,1065.28,1090.25,1175.12,1080.68,1142.83,ELECTHERM
Total,3423.26,3182.36,2849.15,2360.56,2152.85,2157.11,2091.04,2111.0,1917.95,1896.87,ELECTHERM
Receivables,445.94,385.58,405.94,343.51,309.11,342.81,390.3,357.34,338.31,292.77,ELECTHERM
Inventory,694.29,650.93,418.29,274.44,240.97,332.77,427.48,525.94,477.47,495.27,ELECTHERM
Cash & Bank,44.06,28.29,30.87,46.88,68.08,32.95,47.85,59.03,46.26,96.81,ELECTHERM
No. of Equity Shares,11476374.0,11476374.0,11476400.0,11476374.0,11476374.0,12742814.0,12742814.0,12742814.0,12742814.0,12742814.0,ELECTHERM
New Bonus Shares,,,,,,,,,,,ELECTHERM
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ELECTHERM
