Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,318.88,405.83,535.33,692.71,881.7,1045.86,1109.06,1191.12,1348.1,1375.66,REPCOHOME
Raw Material Cost,,,,,,,,,,,REPCOHOME
Change in Inventory,,,,,,,,,,,REPCOHOME
Power and Fuel,0.21,0.31,0.39,0.65,0.83,0.95,1.05,1.22,1.3,1.02,REPCOHOME
Other Mfr. Exp,0.17,0.17,0.19,0.36,0.54,0.59,0.64,0.78,0.75,0.9,REPCOHOME
Employee Cost,10.53,14.01,21.12,34.77,41.06,43.36,49.69,58.9,66.86,71.81,REPCOHOME
Selling and admin,5.91,6.81,12.48,15.21,16.78,18.25,23.23,30.21,21.85,19.1,REPCOHOME
Other Expenses,16.5,10.59,24.87,21.15,40.14,52.69,76.1,19.26,62.25,89.39,REPCOHOME
Other Income,,0.03,0.01,0.03,0.14,0.02,1.0,4.05,3.0,16.57,REPCOHOME
Depreciation,1.62,1.52,2.41,2.95,4.15,3.56,3.09,5.03,12.93,12.98,REPCOHOME
Interest,202.31,265.65,324.75,431.48,548.27,646.31,648.91,719.95,824.97,807.24,REPCOHOME
Profit before tax,81.63,106.8,149.13,186.17,230.07,280.17,307.35,359.82,360.19,389.79,REPCOHOME
Tax,20.17,26.78,39.03,63.09,80.0,97.92,106.35,125.18,79.84,102.19,REPCOHOME
Net profit,61.46,80.02,110.1,123.08,150.08,182.25,201.0,234.64,280.35,287.6,REPCOHOME
