Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,25.9,25.9,25.9,25.9,27.5,27.6,28.35,28.35,28.35,28.35,UFO
Reserves,284.86,310.04,344.98,370.32,413.97,469.3,463.52,392.77,374.62,266.04,UFO
Borrowings,66.62,125.73,128.92,93.05,64.44,59.34,68.02,116.74,83.04,99.76,UFO
Other Liabilities,95.63,115.19,98.56,117.6,119.83,114.99,135.52,168.15,135.87,105.57,UFO
Total,473.01,576.86,598.36,606.87,625.74,671.23,695.41,706.01,621.88,499.72,UFO
Net Block,162.93,236.98,266.18,235.23,217.11,204.59,203.18,192.52,186.19,140.65,UFO
Capital Work in Progress,49.61,29.49,10.66,6.82,6.91,6.74,20.32,8.38,19.41,17.65,UFO
Investments,155.08,185.62,174.89,212.34,215.35,249.23,195.76,226.55,182.03,150.45,UFO
Other Assets,105.39,124.77,146.63,152.48,186.37,210.67,276.15,278.56,234.25,190.97,UFO
Total,473.01,576.86,598.36,606.87,625.74,671.23,695.41,706.01,621.88,499.72,UFO
Receivables,31.93,43.89,55.77,50.36,76.92,100.49,146.5,145.96,82.57,13.75,UFO
Inventory,6.51,5.94,6.25,6.33,7.75,6.29,6.33,6.27,5.57,6.73,UFO
Cash & Bank,37.77,26.22,34.42,20.27,26.5,26.12,30.72,21.8,12.39,14.43,UFO
No. of Equity Shares,25897669.0,25897669.0,25897669.0,25897669.0,27499376.0,27600801.0,28350801.0,28350801.0,28350801.0,28350801.0,UFO
New Bonus Shares,,,,,,,,,,,UFO
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,UFO
