Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,162.2,162.2,162.2,180.22,180.22,180.22,180.22,180.22,180.22,180.22,SUNFLAG
Reserves,331.87,319.37,341.05,403.31,462.84,528.01,656.68,760.23,1206.36,1340.56,SUNFLAG
Borrowings,603.39,501.29,472.8,417.14,246.19,325.87,336.56,347.8,382.37,264.07,SUNFLAG
Other Liabilities,330.49,374.71,327.63,330.94,353.26,340.21,387.16,475.13,635.53,595.63,SUNFLAG
Total,1427.95,1357.57,1303.68,1331.61,1242.51,1374.31,1560.62,1763.38,2404.48,2380.48,SUNFLAG
Net Block,416.93,605.44,583.9,570.24,541.5,510.67,512.78,534.82,1144.69,1187.72,SUNFLAG
Capital Work in Progress,236.25,32.7,11.89,2.82,3.98,46.25,107.59,178.97,209.8,150.26,SUNFLAG
Investments,7.65,7.67,7.67,7.67,9.83,11.72,11.72,14.5,14.5,13.89,SUNFLAG
Other Assets,767.12,711.76,700.22,750.88,687.2,805.67,928.53,1035.09,1035.49,1028.61,SUNFLAG
Total,1427.95,1357.57,1303.68,1331.61,1242.51,1374.31,1560.62,1763.38,2404.48,2380.48,SUNFLAG
Receivables,149.6,155.62,207.73,188.5,220.47,248.88,301.76,286.02,221.64,210.22,SUNFLAG
Inventory,391.84,326.93,330.66,394.14,314.89,391.44,432.83,552.17,562.77,543.8,SUNFLAG
Cash & Bank,52.68,53.4,50.66,53.26,63.52,74.92,53.61,57.94,51.97,71.48,SUNFLAG
No. of Equity Shares,162197503.0,162197503.0,162197503.0,180219448.0,180219448.0,180219448.0,180219448.0,180219448.0,180219448.0,180219448.0,SUNFLAG
New Bonus Shares,,,,,,,,,,,SUNFLAG
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SUNFLAG
