Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,216.61,235.24,247.42,270.06,593.5,2519.17,4107.46,2756.84,258.72,224.6,TVSELECT
Raw Material Cost,147.74,147.57,165.3,184.31,471.38,2512.01,4307.4,2163.57,125.79,112.98,TVSELECT
Change in Inventory,5.86,-2.05,1.44,9.73,-0.81,109.14,329.95,-457.74,1.66,2.0,TVSELECT
Power and Fuel,0.72,1.15,1.02,1.15,1.7,1.63,1.47,1.51,1.64,1.0,TVSELECT
Other Mfr. Exp,3.38,4.19,4.7,6.0,7.4,7.68,7.07,6.47,6.82,6.44,TVSELECT
Employee Cost,17.77,24.59,23.11,26.47,28.56,31.21,31.97,36.26,38.33,30.91,TVSELECT
Selling and admin,38.21,40.87,35.45,28.09,38.09,49.27,52.51,57.74,57.28,44.41,TVSELECT
Other Expenses,4.61,6.4,6.84,17.92,29.26,11.13,12.04,15.23,19.23,21.51,TVSELECT
Other Income,2.99,2.38,1.31,1.2,3.46,2.09,5.38,-0.01,1.45,1.26,TVSELECT
Depreciation,5.04,6.19,5.66,6.97,8.6,5.93,4.46,3.68,10.4,7.77,TVSELECT
Interest,6.58,9.65,7.43,6.92,5.73,2.81,1.42,0.41,2.36,1.9,TVSELECT
Profit before tax,1.41,-5.04,0.66,3.16,5.43,8.73,24.45,14.22,-0.02,0.94,TVSELECT
Tax,0.01,2.96,0.26,0.87,1.12,2.4,8.21,6.78,-0.41,0.17,TVSELECT
Net profit,1.4,-8.01,0.4,2.29,4.31,6.33,16.24,7.44,0.39,0.77,TVSELECT
