Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,594.04,667.17,738.19,746.95,683.69,679.3,709.15,790.12,726.12,665.14,PRECOT
Raw Material Cost,394.57,340.45,420.12,449.12,386.79,412.09,444.8,489.71,419.94,341.29,PRECOT
Change in Inventory,-26.6,-8.06,20.83,-17.39,8.52,-0.72,-1.34,17.25,-10.15,-17.26,PRECOT
Power and Fuel,57.66,85.62,89.56,85.38,87.82,71.28,68.81,75.59,79.88,57.12,PRECOT
Other Mfr. Exp,49.44,55.65,57.22,56.24,61.39,51.95,51.06,59.9,59.99,50.35,PRECOT
Employee Cost,54.27,64.42,68.95,75.8,78.14,74.54,72.27,76.91,71.64,73.58,PRECOT
Selling and admin,25.86,29.89,34.69,36.1,32.71,35.5,38.04,43.4,30.62,25.99,PRECOT
Other Expenses,7.37,6.05,6.66,5.04,15.34,3.94,10.89,3.24,4.52,5.43,PRECOT
Other Income,8.62,13.32,11.56,17.2,-8.46,25.11,46.91,6.29,10.65,5.7,PRECOT
Depreciation,29.91,30.32,39.45,36.91,38.0,34.2,32.57,31.37,32.74,33.17,PRECOT
Interest,29.56,27.08,33.4,34.61,39.07,43.82,42.05,41.81,40.25,33.7,PRECOT
Profit before tax,-72.58,32.95,20.53,-32.44,-55.51,-23.63,-5.77,-8.27,-12.96,32.95,PRECOT
Tax,-19.75,12.26,-9.92,0.19,,,,,3.57,,PRECOT
Net profit,-52.83,20.69,30.45,-32.64,-55.51,-23.63,-5.77,-8.27,-16.52,32.95,PRECOT
