Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,VIPULLTD
Reserves,387.09,401.72,404.19,397.51,398.66,389.53,391.67,392.11,364.35,315.37,VIPULLTD
Borrowings,149.26,139.64,132.64,228.73,295.2,431.52,638.33,624.2,616.05,606.59,VIPULLTD
Other Liabilities,452.15,405.86,403.15,399.39,436.96,379.94,381.13,529.4,653.34,698.07,VIPULLTD
Total,1000.5,959.22,951.98,1037.63,1142.82,1212.99,1423.13,1557.71,1645.74,1632.03,VIPULLTD
Net Block,10.98,10.76,9.49,8.48,7.87,8.15,7.48,6.85,4.13,3.79,VIPULLTD
Capital Work in Progress,0.06,,,,,,,,,,VIPULLTD
Investments,14.51,14.56,23.78,23.78,23.78,23.78,23.78,23.79,23.68,23.63,VIPULLTD
Other Assets,974.95,933.9,918.71,1005.37,1111.17,1181.06,1391.87,1527.07,1617.93,1604.61,VIPULLTD
Total,1000.5,959.22,951.98,1037.63,1142.82,1212.99,1423.13,1557.71,1645.74,1632.03,VIPULLTD
Receivables,100.19,102.38,114.23,135.91,198.14,184.32,217.32,329.38,382.74,331.64,VIPULLTD
Inventory,424.14,353.64,334.88,359.4,399.58,410.33,536.84,603.9,641.11,649.73,VIPULLTD
Cash & Bank,45.87,31.08,26.89,15.84,18.74,15.61,13.75,3.93,16.59,57.66,VIPULLTD
No. of Equity Shares,119984480.0,119984480.0,119984480.0,119984480.0,119984480.0,119984480.0,119984480.0,119984480.0,119984480.0,119984480.0,VIPULLTD
New Bonus Shares,,,,,,,,,,,VIPULLTD
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,VIPULLTD
