Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,Company_Name
Equity Share Capital,7.01,7.02,7.07,7.14,7.12,7.13,7.17,7.21,7.23,7.26,CRISIL
Reserves,358.21,447.44,601.77,720.25,668.02,816.3,804.53,801.72,751.52,688.06,CRISIL
Borrowings,,,,,,,,,,,CRISIL
Other Liabilities,237.99,223.65,291.31,304.78,318.07,266.02,304.55,322.28,353.13,643.97,CRISIL
Total,603.21,678.11,900.15,1032.17,993.21,1089.45,1116.25,1131.21,1111.88,1339.29,CRISIL
Net Block,101.1,96.66,83.64,70.83,59.15,60.82,50.53,48.72,39.16,145.93,CRISIL
Capital Work in Progress,0.44,,,,0.13,1.92,11.6,4.57,11.8,9.79,CRISIL
Investments,108.41,231.68,372.14,506.91,508.95,585.54,644.26,659.45,635.98,672.19,CRISIL
Other Assets,393.26,349.77,444.37,454.43,424.98,441.17,409.86,418.47,424.94,511.38,CRISIL
Total,603.21,678.11,900.15,1032.17,993.21,1089.45,1116.25,1131.21,1111.88,1339.29,CRISIL
Receivables,84.99,108.36,153.01,126.59,135.13,187.05,161.44,164.82,153.43,117.23,CRISIL
Inventory,,,,,,,,,,,CRISIL
Cash & Bank,200.46,37.45,41.89,58.63,43.48,25.83,43.26,51.0,72.94,99.43,CRISIL
No. of Equity Shares,70058440.0,70235740.0,70652890.0,71357055.0,71209103.0,71300000.0,71700000.0,72115782.0,72304326.0,72593290.0,CRISIL
New Bonus Shares,,,,,,,,,,,CRISIL
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CRISIL
