Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,1.0,1.0,1.0,1.0,1.0,1.0,4.5,4.5,14.63,19.73,LIKHITHA
Reserves,5.97,8.05,11.82,13.81,16.35,24.03,27.74,45.81,55.33,133.68,LIKHITHA
Borrowings,1.37,1.48,0.24,1.45,0.28,4.5,13.92,9.85,1.28,0.01,LIKHITHA
Other Liabilities,9.65,13.5,17.8,10.77,13.75,21.34,21.33,24.53,29.62,15.35,LIKHITHA
Total,17.99,24.03,30.86,27.03,31.38,50.87,67.49,84.69,100.86,168.77,LIKHITHA
Net Block,3.57,3.3,4.16,3.22,4.62,4.23,14.65,13.79,11.66,11.68,LIKHITHA
Capital Work in Progress,,,,,,,,,,,LIKHITHA
Investments,,,,,,,1.44,0.01,5.78,55.77,LIKHITHA
Other Assets,14.42,20.73,26.7,23.81,26.76,46.64,51.4,70.89,83.42,101.32,LIKHITHA
Total,17.99,24.03,30.86,27.03,31.38,50.87,67.49,84.69,100.86,168.77,LIKHITHA
Receivables,4.43,0.42,6.22,7.45,7.06,30.63,28.21,16.23,16.35,38.84,LIKHITHA
Inventory,0.15,5.62,4.04,5.2,4.15,0.19,2.65,19.81,24.68,22.51,LIKHITHA
Cash & Bank,3.07,7.81,11.52,6.85,12.05,8.14,12.78,11.38,15.02,17.55,LIKHITHA
No. of Equity Shares,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,4500000.0,4500000.0,14625000.0,19725000.0,LIKHITHA
New Bonus Shares,,,,,,,,,,,LIKHITHA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,LIKHITHA
