Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,Company_Name
Equity Share Capital,92.17,92.17,92.34,322.98,323.34,378.1,378.4,378.8,379.0,379.0,MAHINDCIE
Reserves,767.27,809.68,839.17,1985.55,2020.97,3085.5,3121.2,3318.1,3492.5,3566.0,MAHINDCIE
Borrowings,68.69,32.65,76.23,57.5,18.05,138.5,101.4,86.4,97.1,92.7,MAHINDCIE
Other Liabilities,86.59,100.17,101.95,369.2,409.78,414.5,491.5,756.1,779.0,973.8,MAHINDCIE
Total,1014.72,1034.67,1109.69,2735.23,2772.14,4016.6,4092.5,4539.4,4747.6,5011.5,MAHINDCIE
Net Block,202.42,193.01,173.54,521.39,528.75,510.7,611.2,1906.4,2018.0,2121.5,MAHINDCIE
Capital Work in Progress,15.98,11.04,11.8,89.72,22.12,6.1,25.3,71.7,38.5,68.8,MAHINDCIE
Investments,683.41,723.53,810.93,1577.36,1620.9,2906.5,2755.1,1383.3,1672.2,1813.2,MAHINDCIE
Other Assets,112.91,107.09,113.42,546.76,600.37,593.3,700.9,1178.0,1018.9,1008.0,MAHINDCIE
Total,1014.72,1034.67,1109.69,2735.23,2772.14,4016.6,4092.5,4539.4,4747.6,5011.5,MAHINDCIE
Receivables,43.81,42.04,49.32,230.68,230.27,243.1,329.3,542.3,521.4,409.1,MAHINDCIE
Inventory,48.36,46.73,44.35,152.48,151.31,141.7,172.8,383.6,280.8,330.0,MAHINDCIE
Cash & Bank,6.62,2.37,6.05,17.77,25.66,12.8,23.4,37.2,36.6,67.0,MAHINDCIE
No. of Equity Shares,92169056.0,92173306.0,92340470.0,322976262.0,323336048.0,378088265.0,378367242.0,378780932.0,379011627.0,379011627.0,MAHINDCIE
New Bonus Shares,,,,,,,,,,,MAHINDCIE
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,MAHINDCIE
