Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,14.84,14.84,14.84,14.84,14.84,14.84,22.74,22.74,22.74,22.74,ARSSINFRA
Reserves,403.95,339.37,341.03,347.26,352.27,22.16,19.47,8.31,16.35,-36.31,ARSSINFRA
Borrowings,1117.01,1379.33,1588.22,1697.03,1863.94,1703.24,1681.31,1689.87,1645.18,1628.43,ARSSINFRA
Other Liabilities,356.19,326.59,310.58,236.31,173.12,104.99,85.14,113.7,86.3,79.33,ARSSINFRA
Total,1891.99,2060.13,2254.67,2295.44,2404.17,1845.23,1808.66,1834.62,1770.57,1694.19,ARSSINFRA
Net Block,428.78,391.44,335.93,277.02,266.09,206.57,86.52,63.07,41.2,32.4,ARSSINFRA
Capital Work in Progress,,,,,,,,,,,ARSSINFRA
Investments,53.69,43.12,44.34,46.48,39.37,41.9,42.38,45.18,56.26,33.22,ARSSINFRA
Other Assets,1409.52,1625.57,1874.4,1971.94,2098.71,1596.76,1679.76,1726.37,1673.11,1628.57,ARSSINFRA
Total,1891.99,2060.13,2254.67,2295.44,2404.17,1845.23,1808.66,1834.62,1770.57,1694.19,ARSSINFRA
Receivables,321.02,233.1,236.79,241.81,269.89,82.14,50.8,74.06,13.88,22.58,ARSSINFRA
Inventory,756.44,662.39,580.6,582.4,557.83,58.69,61.75,66.98,79.95,26.42,ARSSINFRA
Cash & Bank,96.55,94.69,76.49,71.28,76.0,74.34,98.43,101.33,42.14,44.78,ARSSINFRA
No. of Equity Shares,14843230.0,14843230.0,14843230.0,14843230.0,14843230.0,14843230.0,22737966.0,22737966.0,22737966.0,22737966.0,ARSSINFRA
New Bonus Shares,,,,,,,,,,,ARSSINFRA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ARSSINFRA
