Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.57,42.3,42.3,PAISALO
Reserves,324.96,390.33,441.9,479.18,469.78,513.56,562.85,613.72,713.59,766.18,PAISALO
Borrowings,435.51,386.76,386.7,410.4,507.18,692.55,901.51,946.19,1070.14,1185.96,PAISALO
Other Liabilities,353.64,430.02,190.93,181.79,275.52,287.06,348.5,352.03,244.07,299.95,PAISALO
Total,1154.68,1247.68,1060.1,1111.94,1293.05,1533.74,1853.43,1952.51,2070.1,2294.39,PAISALO
Net Block,2.67,2.43,2.52,3.11,2.99,3.09,6.66,9.41,66.25,64.26,PAISALO
Capital Work in Progress,,,,,,,,,,,PAISALO
Investments,141.33,114.97,94.13,48.57,68.58,66.96,66.14,66.14,66.14,66.14,PAISALO
Other Assets,1010.68,1130.28,963.45,1060.26,1221.48,1463.69,1780.63,1876.96,1937.71,2163.99,PAISALO
Total,1154.68,1247.68,1060.1,1111.94,1293.05,1533.74,1853.43,1952.51,2070.1,2294.39,PAISALO
Receivables,,,,,,,11.07,9.56,10.65,31.25,PAISALO
Inventory,880.73,959.54,871.41,961.21,996.94,1261.84,,,,,PAISALO
Cash & Bank,61.08,55.29,3.74,13.33,24.04,8.33,11.22,9.52,31.34,46.82,PAISALO
No. of Equity Shares,40572500.0,40572500.0,40572500.0,40572500.0,40572500.0,40572500.0,40572500.0,40572500.0,42304699.0,42304699.0,PAISALO
New Bonus Shares,,,,,,,,,,,PAISALO
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,PAISALO
