Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,INDOTHAI
Reserves,25.96,26.0,26.68,27.82,33.15,34.95,43.9,45.8,33.59,44.04,INDOTHAI
Borrowings,0.08,3.22,2.62,4.16,,,5.19,7.69,7.36,0.64,INDOTHAI
Other Liabilities,2.85,2.87,7.16,8.6,3.8,9.79,14.66,17.64,17.72,22.6,INDOTHAI
Total,38.89,42.09,46.46,50.58,46.95,54.74,73.75,81.13,68.67,77.28,INDOTHAI
Net Block,2.3,2.91,2.87,2.72,5.71,3.32,3.1,2.62,2.41,2.17,INDOTHAI
Capital Work in Progress,,,0.45,1.84,,,,,,,INDOTHAI
Investments,13.23,8.99,14.58,16.18,12.09,14.02,15.5,23.27,11.04,23.15,INDOTHAI
Other Assets,23.36,30.19,28.56,29.84,29.15,37.4,55.15,55.24,55.22,51.96,INDOTHAI
Total,38.89,42.09,46.46,50.58,46.95,54.74,73.75,81.13,68.67,77.28,INDOTHAI
Receivables,2.0,4.47,4.41,10.06,10.97,12.42,22.01,22.34,10.87,3.53,INDOTHAI
Inventory,0.2,0.04,2.09,4.09,1.84,4.08,3.56,,3.46,9.58,INDOTHAI
Cash & Bank,17.98,20.99,13.67,11.11,11.21,13.82,19.49,26.67,26.74,31.04,INDOTHAI
No. of Equity Shares,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,INDOTHAI
New Bonus Shares,,,,,,,,,,,INDOTHAI
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,INDOTHAI
