Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,2326.41,2357.33,2319.24,2507.11,2463.05,2670.42,2831.89,3202.74,2877.48,2694.44,KIRLOSENG
Raw Material Cost,1345.53,1440.07,1415.3,1632.05,1560.29,1699.77,1843.49,2062.8,1901.73,1702.91,KIRLOSENG
Change in Inventory,-9.55,25.09,-1.46,6.35,18.02,11.47,26.78,-8.27,27.76,-40.22,KIRLOSENG
Power and Fuel,27.41,22.56,20.52,20.64,21.04,19.77,21.52,24.81,24.31,20.71,KIRLOSENG
Other Mfr. Exp,280.56,242.18,228.06,199.72,192.95,206.74,229.52,239.91,238.91,221.46,KIRLOSENG
Employee Cost,175.37,174.05,164.1,190.39,196.72,202.83,208.52,218.22,220.6,201.38,KIRLOSENG
Selling and admin,162.73,147.65,166.82,202.86,233.35,250.86,255.15,274.88,263.64,205.61,KIRLOSENG
Other Expenses,20.19,9.38,18.52,18.71,0.08,19.21,35.36,22.44,14.26,19.83,KIRLOSENG
Other Income,82.89,18.74,37.59,58.44,48.69,83.07,69.33,60.58,53.88,17.59,KIRLOSENG
Depreciation,91.29,92.55,98.31,101.9,111.31,110.68,108.58,72.86,66.63,62.15,KIRLOSENG
Interest,15.96,1.87,0.3,0.2,9.04,2.8,3.38,3.59,3.82,6.36,KIRLOSENG
Profit before tax,280.71,270.85,243.44,205.43,204.98,252.3,222.48,335.54,225.22,231.4,KIRLOSENG
Tax,88.91,72.01,64.99,62.29,39.67,78.68,72.37,110.56,54.84,61.66,KIRLOSENG
Net profit,191.8,198.84,178.45,143.14,165.31,173.62,150.11,224.98,170.38,169.74,KIRLOSENG
