Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,3303.34,3953.18,4302.65,4648.16,4644.88,4351.58,4225.42,3229.86,2385.05,1707.07,KOTHARIPRO
Raw Material Cost,3093.9,3642.48,3982.22,4421.18,4480.63,4116.64,4079.8,3173.13,2360.78,1685.37,KOTHARIPRO
Change in Inventory,57.55,-32.76,6.24,-10.99,8.11,-30.77,-2.4,-9.91,-10.58,-5.62,KOTHARIPRO
Power and Fuel,0.32,0.52,0.59,0.65,0.6,0.55,0.55,0.51,0.42,0.34,KOTHARIPRO
Other Mfr. Exp,71.08,56.46,0.64,0.71,0.82,1.02,1.15,0.85,1.17,0.82,KOTHARIPRO
Employee Cost,1.36,1.46,5.93,6.64,6.9,10.32,5.17,2.88,2.96,2.23,KOTHARIPRO
Selling and admin,3.76,4.97,3.67,3.34,3.09,3.29,4.11,3.93,5.01,3.71,KOTHARIPRO
Other Expenses,104.15,97.54,235.97,113.21,40.92,72.29,70.46,52.96,45.67,32.67,KOTHARIPRO
Other Income,16.15,8.57,22.88,17.71,13.68,28.71,16.94,66.45,130.47,56.16,KOTHARIPRO
Depreciation,0.85,1.5,1.2,1.66,1.69,1.59,2.0,2.23,2.27,2.29,KOTHARIPRO
Interest,25.18,32.8,37.9,34.12,48.19,48.32,26.22,33.14,35.98,33.08,KOTHARIPRO
Profit before tax,76.44,91.26,63.65,73.37,83.83,95.5,50.5,16.77,50.68,-2.9,KOTHARIPRO
Tax,23.79,32.19,21.36,24.06,28.42,30.99,6.36,-3.59,16.65,2.18,KOTHARIPRO
Net profit,52.65,59.07,42.29,49.31,55.41,64.51,44.14,20.36,34.03,-5.08,KOTHARIPRO
