Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,19.59,30.47,30.47,30.47,30.47,30.47,30.47,30.47,30.47,30.47,EIHAHOTELS
Reserves,99.45,167.98,180.8,185.7,212.26,250.57,271.8,293.1,314.69,288.28,EIHAHOTELS
Borrowings,229.45,101.83,73.75,62.8,35.16,1.01,1.59,1.45,2.75,2.21,EIHAHOTELS
Other Liabilities,56.69,48.74,97.3,118.33,50.24,63.28,71.71,85.9,98.76,68.5,EIHAHOTELS
Total,405.18,349.02,382.32,397.3,328.13,345.33,375.57,410.92,446.67,389.46,EIHAHOTELS
Net Block,254.08,277.54,271.07,263.1,255.54,247.69,243.37,251.56,282.6,278.55,EIHAHOTELS
Capital Work in Progress,1.35,1.7,1.03,1.25,1.01,2.77,2.6,4.03,4.64,6.17,EIHAHOTELS
Investments,89.84,0.9,0.9,0.9,1.24,19.46,39.85,45.47,51.4,50.95,EIHAHOTELS
Other Assets,59.91,68.88,109.32,132.05,70.34,75.41,89.75,109.86,108.03,53.79,EIHAHOTELS
Total,405.18,349.02,382.32,397.3,328.13,345.33,375.57,410.92,446.67,389.46,EIHAHOTELS
Receivables,14.55,18.02,18.4,25.89,25.12,23.2,28.54,31.5,24.36,7.34,EIHAHOTELS
Inventory,6.65,8.05,8.86,9.64,10.62,10.85,10.19,10.3,11.35,10.33,EIHAHOTELS
Cash & Bank,9.78,6.3,7.15,7.53,3.52,10.26,4.94,37.78,39.42,7.5,EIHAHOTELS
No. of Equity Shares,19586666.0,30468147.0,30468150.0,30468147.0,30468147.0,30468147.0,30468147.0,30468147.0,30468147.0,30468147.0,EIHAHOTELS
New Bonus Shares,,,,,,,,,,,EIHAHOTELS
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,EIHAHOTELS
