Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,INCREDIBLE
Reserves,34.86,38.69,43.04,53.66,55.93,58.22,63.07,66.88,67.71,71.36,INCREDIBLE
Borrowings,137.78,127.13,115.35,105.28,72.13,90.1,72.49,34.28,22.95,41.0,INCREDIBLE
Other Liabilities,43.62,43.78,47.14,93.39,95.63,80.62,102.94,55.17,28.92,34.09,INCREDIBLE
Total,263.02,256.36,252.29,299.09,270.45,275.7,285.26,203.09,166.34,193.21,INCREDIBLE
Net Block,61.7,57.99,55.65,55.05,57.3,54.13,50.45,46.79,46.67,42.4,INCREDIBLE
Capital Work in Progress,10.14,5.77,2.53,1.61,,,,,0.28,,INCREDIBLE
Investments,0.04,0.04,0.04,0.04,0.04,0.03,0.01,0.01,,,INCREDIBLE
Other Assets,191.14,192.56,194.07,242.39,213.11,221.54,234.8,156.29,119.39,150.81,INCREDIBLE
Total,263.02,256.36,252.29,299.09,270.45,275.7,285.26,203.09,166.34,193.21,INCREDIBLE
Receivables,86.23,79.83,77.78,75.25,82.31,87.86,87.32,77.09,37.49,53.46,INCREDIBLE
Inventory,48.93,71.75,71.53,121.87,81.19,88.08,96.81,55.98,55.84,33.24,INCREDIBLE
Cash & Bank,6.0,5.95,11.06,7.95,7.17,7.37,8.74,3.64,1.36,1.19,INCREDIBLE
No. of Equity Shares,46763750.0,46763750.0,46763750.0,46763750.0,46763750.0,46763750.0,46763750.0,46763750.0,46763750.0,46763750.0,INCREDIBLE
New Bonus Shares,,,,,,,,,,,INCREDIBLE
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,INCREDIBLE
