Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,29.85,29.85,29.85,29.97,30.09,42.47,42.57,42.69,42.83,43.02,VGUARD
Reserves,180.79,231.48,288.59,347.76,440.69,591.9,709.05,856.96,950.95,1164.75,VGUARD
Borrowings,109.15,165.09,108.35,67.77,10.39,5.66,2.4,10.02,10.0,10.0,VGUARD
Other Liabilities,149.29,228.44,251.87,279.42,235.34,294.24,400.62,446.55,436.52,642.02,VGUARD
Total,469.08,654.86,678.66,724.92,716.51,934.27,1154.64,1356.22,1440.3,1859.79,VGUARD
Net Block,123.05,138.21,166.2,162.37,161.02,168.65,200.87,213.79,267.76,354.06,VGUARD
Capital Work in Progress,11.08,8.76,3.46,1.21,0.08,10.42,7.46,7.71,66.87,19.55,VGUARD
Investments,,,,,19.39,88.87,84.01,91.98,44.85,42.25,VGUARD
Other Assets,334.95,507.89,509.0,561.34,536.02,666.33,862.3,1042.74,1060.82,1443.93,VGUARD
Total,469.08,654.86,678.66,724.92,716.51,934.27,1154.64,1356.22,1440.3,1859.79,VGUARD
Receivables,147.82,198.8,212.1,243.71,279.24,312.12,444.49,454.32,321.77,384.72,VGUARD
Inventory,157.42,248.57,252.55,260.88,204.69,274.33,310.51,370.88,476.4,628.66,VGUARD
Cash & Bank,3.37,14.97,2.77,2.21,7.59,14.96,5.04,84.65,111.53,281.14,VGUARD
No. of Equity Shares,29847520.0,29847520.0,29847520.0,29973141.0,30085244.0,424654461.0,425675631.0,426934094.0,428287535.0,430188458.0,VGUARD
New Bonus Shares,,,,,,121329846.0,,,,,VGUARD
Face value,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,VGUARD
