Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,129.98,129.98,194.97,194.97,194.97,194.97,243.72,304.65,304.65,304.65,CONCOR
Reserves,5476.45,6151.15,6790.34,7440.72,8150.69,8651.23,9129.99,10063.22,9760.09,9899.09,CONCOR
Borrowings,,,,,,,,700.65,,,CONCOR
Other Liabilities,891.15,970.03,1065.06,1055.02,1084.28,1094.79,1332.34,1538.4,1502.16,1990.93,CONCOR
Total,6497.58,7251.16,8050.37,8690.71,9429.94,9940.99,10706.05,12606.92,11566.9,12194.67,CONCOR
Net Block,2393.7,2720.11,3009.38,3241.85,2799.99,3369.82,3648.39,4194.69,4969.37,5301.75,CONCOR
Capital Work in Progress,104.14,188.27,231.39,300.61,513.25,507.1,671.04,624.67,937.51,919.83,CONCOR
Investments,293.1,482.16,864.03,1154.75,1357.58,1373.72,1389.02,1402.9,1444.08,1495.17,CONCOR
Other Assets,3706.64,3860.62,3945.57,3993.5,4759.12,4690.35,4997.6,6384.66,4215.94,4477.92,CONCOR
Total,6497.58,7251.16,8050.37,8690.71,9429.94,9940.99,10706.05,12606.92,11566.9,12194.67,CONCOR
Receivables,19.59,25.74,32.98,36.57,49.26,42.48,60.4,88.36,159.13,155.48,CONCOR
Inventory,8.17,12.62,15.4,17.62,17.96,22.92,27.53,23.37,26.2,24.06,CONCOR
Cash & Bank,2757.44,2916.16,2545.14,2587.93,799.85,1683.45,1981.7,170.42,2168.59,2473.21,CONCOR
No. of Equity Shares,129982794.0,129982800.0,194974200.0,194974191.0,194974191.0,194974191.0,243717739.0,609294348.0,609294348.0,609294348.0,CONCOR
New Bonus Shares,,,64991397.0,,,,48743548.0,121858870.0,,,CONCOR
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,CONCOR
