Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,5359.19,6983.23,8253.53,9691.96,11871.74,14405.67,17280.75,22261.15,28782.83,28999.8,INDUSINDBK
Raw Material Cost,,,,,,,,,,,INDUSINDBK
Change in Inventory,,,,,,,,,,,INDUSINDBK
Power and Fuel,,,,,,,,,,,INDUSINDBK
Other Mfr. Exp,74.84,96.45,125.83,164.77,201.67,255.15,341.83,335.63,360.28,329.26,INDUSINDBK
Employee Cost,486.17,662.19,810.15,981.6,1237.4,1523.74,1783.48,1857.19,2212.26,2217.19,INDUSINDBK
Selling and admin,377.56,519.88,604.63,756.62,602.35,1138.09,843.25,927.35,1088.4,1008.05,INDUSINDBK
Other Expenses,510.19,668.0,1014.65,1229.72,2146.32,2766.73,3586.67,6163.31,8950.53,12442.46,INDUSINDBK
Other Income,1011.78,1362.96,1890.53,2548.0,3296.95,4171.49,4750.1,5646.72,6951.31,6558.61,INDUSINDBK
Depreciation,74.96,73.43,98.15,126.85,156.52,190.7,211.64,228.85,277.97,305.41,INDUSINDBK
Interest,3654.95,4750.37,5362.82,6271.69,7355.17,8343.07,9783.3,13414.97,16724.09,15471.9,INDUSINDBK
Profit before tax,1192.3,1575.87,2127.83,2708.71,3469.26,4359.68,5480.68,4980.57,6120.61,3784.14,INDUSINDBK
Tax,389.69,514.68,719.81,915.0,1182.81,1491.79,1874.69,1679.47,1702.7,947.75,INDUSINDBK
Net profit,802.61,1061.18,1408.02,1793.72,2286.45,2867.89,3605.99,3301.1,4417.91,2836.39,INDUSINDBK
