Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,97.17,123.1,151.82,150.62,151.73,185.43,236.33,249.87,1294.62,1255.19,PRIVISCL
Raw Material Cost,65.06,86.74,93.49,99.26,100.22,122.92,156.79,171.98,789.83,753.98,PRIVISCL
Change in Inventory,-1.07,0.65,-0.59,1.89,0.71,0.78,-0.07,8.69,15.18,27.58,PRIVISCL
Power and Fuel,7.6,9.04,10.62,11.64,11.09,12.07,16.05,17.44,60.21,69.62,PRIVISCL
Other Mfr. Exp,2.9,3.65,2.85,4.07,4.25,6.74,6.61,8.22,78.62,81.81,PRIVISCL
Employee Cost,3.45,4.18,5.57,7.41,7.74,11.13,13.07,15.3,59.9,62.85,PRIVISCL
Selling and admin,1.65,1.91,2.45,3.4,4.19,7.02,6.47,5.23,91.5,91.84,PRIVISCL
Other Expenses,0.66,0.81,2.96,1.69,1.66,2.64,3.38,3.93,15.21,15.87,PRIVISCL
Other Income,0.21,0.08,0.54,0.63,0.18,0.07,2.64,3.94,66.31,43.02,PRIVISCL
Depreciation,1.98,2.27,2.64,2.22,2.99,4.22,4.95,5.45,55.08,69.2,PRIVISCL
Interest,2.22,2.61,2.79,2.9,3.92,4.69,5.76,5.73,36.5,23.08,PRIVISCL
Profit before tax,10.79,12.62,28.4,20.55,16.56,14.85,25.82,29.22,189.26,157.54,PRIVISCL
Tax,3.42,4.24,9.71,6.86,5.96,5.78,6.42,7.7,45.25,40.51,PRIVISCL
Net profit,7.37,8.39,18.68,13.69,10.6,9.06,19.4,21.52,144.02,117.02,PRIVISCL
