Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1337.95,1637.62,1556.64,1966.66,1937.84,2006.48,2446.28,3820.64,3937.43,3817.52,ASHOKA
Raw Material Cost,65.95,50.96,51.96,60.76,861.92,576.74,817.84,1481.65,1144.58,1248.74,ASHOKA
Change in Inventory,,,,,,,,,,,ASHOKA
Power and Fuel,47.46,50.9,61.23,62.27,,,,,,,ASHOKA
Other Mfr. Exp,935.25,1214.63,1107.11,1452.75,696.09,1022.49,1135.09,1550.9,1855.8,1732.44,ASHOKA
Employee Cost,37.24,43.24,49.24,61.56,73.2,90.3,106.97,149.41,182.27,168.78,ASHOKA
Selling and admin,51.65,66.17,79.95,62.44,34.04,42.88,48.27,56.36,63.94,48.92,ASHOKA
Other Expenses,6.91,9.56,8.73,17.13,31.65,31.42,44.7,67.14,105.2,98.3,ASHOKA
Other Income,28.24,42.53,31.71,58.46,95.75,71.92,97.79,68.68,144.93,191.26,ASHOKA
Depreciation,35.74,49.57,43.38,55.35,67.07,50.74,53.22,76.27,111.13,87.2,ASHOKA
Interest,49.03,39.68,33.44,59.02,66.62,47.43,48.53,90.69,85.45,77.17,ASHOKA
Profit before tax,136.96,155.44,153.31,193.84,203.0,216.4,289.45,416.9,533.99,547.23,ASHOKA
Tax,32.47,53.29,49.87,51.67,64.15,40.31,52.44,130.73,146.85,139.1,ASHOKA
Net profit,104.49,102.15,103.44,142.18,138.84,176.09,237.01,286.16,387.14,408.13,ASHOKA
