Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,789.89,1019.4,1269.63,1327.16,1335.72,1232.7,1454.98,1791.92,2229.66,1809.14,DEEPAKNTR
Raw Material Cost,539.33,700.08,846.64,824.49,796.29,683.82,816.21,1001.88,856.28,747.83,DEEPAKNTR
Change in Inventory,8.74,-1.05,34.94,-11.53,6.54,-0.43,-3.89,51.67,-3.3,7.36,DEEPAKNTR
Power and Fuel,76.88,90.23,110.58,115.92,118.15,102.44,119.88,140.94,145.8,134.03,DEEPAKNTR
Other Mfr. Exp,35.17,45.6,64.61,65.37,56.22,75.05,74.24,87.77,103.87,89.38,DEEPAKNTR
Employee Cost,50.61,62.67,88.45,100.3,116.24,119.06,132.24,158.75,175.2,182.79,DEEPAKNTR
Selling and admin,20.15,26.13,38.5,44.98,52.02,79.24,72.02,89.05,103.61,96.14,DEEPAKNTR
Other Expenses,18.42,18.43,39.72,23.76,33.23,26.39,26.84,53.35,36.89,28.17,DEEPAKNTR
Other Income,2.43,7.67,-0.3,0.95,-0.23,82.52,6.24,-1.69,1.26,12.85,DEEPAKNTR
Depreciation,17.79,18.94,29.64,36.02,39.45,47.6,51.95,52.88,77.93,66.88,DEEPAKNTR
Interest,11.12,11.36,27.97,37.99,39.1,32.31,41.87,44.79,22.01,5.52,DEEPAKNTR
Profit before tax,31.59,52.58,58.16,67.75,91.33,148.88,122.08,212.49,706.03,478.61,DEEPAKNTR
Tax,8.51,14.75,19.83,14.3,26.17,38.24,38.62,74.45,161.99,123.89,DEEPAKNTR
Net profit,23.08,37.82,38.33,53.44,65.15,110.64,83.46,138.04,544.04,354.72,DEEPAKNTR
