Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,135.01,135.01,180.01,180.01,180.01,180.01,180.01,180.01,180.01,180.01,PNBGILTS
Reserves,442.64,488.09,485.51,541.0,551.67,718.84,677.06,707.66,862.52,1136.36,PNBGILTS
Borrowings,2207.68,3121.74,3767.49,3857.91,4920.67,3513.93,4368.65,8233.92,12164.98,9863.51,PNBGILTS
Other Liabilities,61.21,92.32,123.63,181.81,119.09,152.76,26.58,400.45,1050.79,959.8,PNBGILTS
Total,2846.54,3837.16,4556.64,4760.73,5771.44,4565.54,5252.3,9522.04,14258.3,12139.68,PNBGILTS
Net Block,4.79,4.37,4.1,2.96,2.8,3.01,2.79,2.86,3.73,3.07,PNBGILTS
Capital Work in Progress,,,,,,,,,,,PNBGILTS
Investments,174.54,182.3,695.38,327.61,640.47,442.54,4998.65,8817.72,12964.51,10906.87,PNBGILTS
Other Assets,2667.21,3650.49,3857.16,4430.16,5128.17,4119.99,250.86,701.46,1290.06,1229.74,PNBGILTS
Total,2846.54,3837.16,4556.64,4760.73,5771.44,4565.54,5252.3,9522.04,14258.3,12139.68,PNBGILTS
Receivables,0.02,0.15,,,,,,,,,PNBGILTS
Inventory,2486.95,3252.82,3387.19,3836.28,4962.21,3885.38,,,,,PNBGILTS
Cash & Bank,102.04,295.94,318.1,391.67,21.19,0.94,105.93,105.8,6.39,7.68,PNBGILTS
No. of Equity Shares,135007600.0,135007600.0,180010134.0,180010134.0,180010134.0,180010134.0,180010134.0,180010134.0,180010134.0,180010134.0,PNBGILTS
New Bonus Shares,,,45002533.0,,,,,,,,PNBGILTS
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,PNBGILTS
