Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,57.07,38.22,44.85,57.61,51.84,45.51,50.96,74.86,59.88,70.01,CUBEXTUB
Raw Material Cost,44.75,34.48,36.8,48.3,40.43,39.98,50.06,64.86,56.17,59.23,CUBEXTUB
Change in Inventory,-2.58,3.22,-0.22,0.35,-3.19,1.4,5.71,-0.16,7.02,0.49,CUBEXTUB
Power and Fuel,2.48,2.67,3.07,2.84,2.81,2.74,3.35,3.89,4.05,3.77,CUBEXTUB
Other Mfr. Exp,1.6,1.85,2.32,2.64,1.65,1.99,1.31,3.45,3.24,2.81,CUBEXTUB
Employee Cost,1.01,0.93,1.04,1.08,1.28,1.0,0.99,0.97,1.05,0.91,CUBEXTUB
Selling and admin,2.75,2.33,2.07,2.35,2.16,0.98,1.08,0.89,0.81,0.68,CUBEXTUB
Other Expenses,0.06,-1.58,-0.08,0.02,0.02,0.16,0.04,0.03,0.14,0.08,CUBEXTUB
Other Income,0.43,1.38,2.94,1.39,1.85,2.1,2.49,1.99,1.08,0.91,CUBEXTUB
Depreciation,1.48,1.74,1.93,1.59,1.52,1.47,1.41,1.35,1.31,1.37,CUBEXTUB
Interest,0.14,0.08,0.09,0.09,0.18,0.24,0.43,0.55,0.45,0.62,CUBEXTUB
Profit before tax,0.65,0.32,0.33,0.44,0.45,0.45,0.49,0.7,0.76,1.94,CUBEXTUB
Tax,0.31,0.29,0.18,0.24,0.16,0.11,0.1,0.04,0.33,0.61,CUBEXTUB
Net profit,0.34,0.02,0.15,0.19,0.3,0.35,0.38,0.66,0.43,1.33,CUBEXTUB
