Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,7.5,7.5,7.5,7.5,14.67,16.36,16.36,16.36,16.36,16.36,CAPTRUST
Reserves,0.34,1.88,3.39,11.47,136.26,203.07,206.35,138.25,137.86,113.96,CAPTRUST
Borrowings,6.4,19.22,52.2,79.14,67.78,308.92,533.33,482.91,284.52,278.69,CAPTRUST
Other Liabilities,1.12,1.29,6.46,25.77,22.81,32.25,45.66,18.84,18.81,18.11,CAPTRUST
Total,15.36,29.89,69.55,123.88,241.52,560.6,801.7,656.36,457.55,427.12,CAPTRUST
Net Block,0.54,0.47,0.61,0.87,1.13,1.38,1.74,4.36,4.09,2.15,CAPTRUST
Capital Work in Progress,,,,,,,,,,0.14,CAPTRUST
Investments,,,,,0.15,19.29,49.91,49.92,87.64,90.69,CAPTRUST
Other Assets,14.82,29.42,68.94,123.01,240.24,539.93,750.05,602.08,365.82,334.14,CAPTRUST
Total,15.36,29.89,69.55,123.88,241.52,560.6,801.7,656.36,457.55,427.12,CAPTRUST
Receivables,0.21,0.53,0.78,2.87,3.57,,,,,,CAPTRUST
Inventory,,,,,,,,,,,CAPTRUST
Cash & Bank,1.7,1.91,2.38,26.93,78.72,29.19,37.2,47.3,37.06,56.23,CAPTRUST
No. of Equity Shares,7500000.0,7500000.0,7500000.0,7500000.0,14667500.0,16361415.0,16361415.0,16361415.0,16361415.0,16361415.0,CAPTRUST
New Bonus Shares,,,,,,,,,,,CAPTRUST
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,CAPTRUST
