Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,68.41,146.15,174.35,219.64,151.5,202.8,183.31,383.98,245.67,317.9,BHAGCHEM
Raw Material Cost,50.79,102.88,122.46,175.27,123.91,146.28,136.07,253.99,142.11,193.86,BHAGCHEM
Change in Inventory,6.55,7.52,2.89,10.03,21.02,8.67,10.54,-18.56,-7.88,-4.75,BHAGCHEM
Power and Fuel,9.71,17.44,19.89,19.66,18.71,21.38,17.15,26.64,18.84,24.95,BHAGCHEM
Other Mfr. Exp,6.65,12.1,10.55,7.77,8.05,13.45,13.28,17.31,25.93,18.43,BHAGCHEM
Employee Cost,5.01,6.58,8.55,9.82,9.88,11.73,11.59,15.83,18.89,19.42,BHAGCHEM
Selling and admin,3.19,6.63,5.81,7.73,7.24,5.58,3.71,9.22,13.56,7.57,BHAGCHEM
Other Expenses,0.09,-1.82,-0.66,-1.18,0.81,1.71,0.46,1.13,1.54,1.92,BHAGCHEM
Other Income,1.45,0.24,0.65,1.07,1.04,1.98,-7.5,0.59,4.14,1.69,BHAGCHEM
Depreciation,2.97,3.68,4.81,2.91,3.63,3.84,2.92,4.82,6.66,8.14,BHAGCHEM
Interest,2.41,3.51,4.31,5.71,6.61,6.94,6.92,7.94,5.48,8.26,BHAGCHEM
Profit before tax,-4.41,2.91,2.17,3.05,-5.28,2.54,-5.75,29.13,8.92,32.29,BHAGCHEM
Tax,-1.59,0.94,0.21,0.52,-2.08,1.56,-4.45,10.84,2.42,8.82,BHAGCHEM
Net profit,-2.82,1.97,1.96,2.52,-3.21,0.99,-1.3,18.29,6.51,23.46,BHAGCHEM
