Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,34.13,42.11,43.58,42.7,28.49,30.85,47.88,41.7,33.56,34.07,CUPID
Expenses,23.41,27.95,29.64,27.92,19.8,20.72,34.56,32.66,25.02,27.27,CUPID
Other Income,1.3,0.84,,,,,,,,,CUPID
Depreciation,0.5,0.71,0.64,0.65,0.64,0.65,0.67,0.64,0.61,0.61,CUPID
Interest,0.05,0.1,0.18,0.21,0.21,0.11,0.03,0.04,0.02,0.04,CUPID
Profit before tax,11.47,14.19,13.12,13.92,7.84,9.37,12.62,8.36,7.91,6.15,CUPID
Tax,3.31,3.16,2.91,3.49,1.92,2.28,3.12,1.89,1.96,1.5,CUPID
Net profit,8.16,11.03,10.21,10.43,5.92,7.08,9.5,6.47,5.95,4.65,CUPID
Operating Profit,10.72,14.16,13.94,14.78,8.69,10.13,13.32,9.04,8.54,6.8,CUPID
