Report Date,2012-09-30 00:00:00,2013-09-30 00:00:00,2014-09-30 00:00:00,2015-09-30 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,18.83,18.83,18.83,18.83,18.83,18.83,18.83,18.83,18.83,18.83,BFUTILITIE
Reserves,48.09,52.98,54.27,59.58,58.57,66.13,82.08,109.27,111.68,110.07,BFUTILITIE
Borrowings,104.06,96.76,106.72,75.39,81.89,62.33,46.41,36.99,30.17,24.93,BFUTILITIE
Other Liabilities,49.66,50.21,52.47,53.25,46.08,65.65,59.17,52.17,47.8,45.61,BFUTILITIE
Total,220.64,218.78,232.29,207.05,205.37,212.94,206.49,217.26,208.48,199.44,BFUTILITIE
Net Block,44.14,38.01,31.9,27.41,25.48,21.62,17.76,13.93,10.1,6.54,BFUTILITIE
Capital Work in Progress,,,2.87,7.44,7.82,11.19,,,,,BFUTILITIE
Investments,105.63,105.63,135.29,105.63,114.0,112.43,111.15,110.89,110.51,110.56,BFUTILITIE
Other Assets,70.87,75.14,62.23,66.57,58.07,67.7,77.58,92.44,87.87,82.34,BFUTILITIE
Total,220.64,218.78,232.29,207.05,205.37,212.94,206.49,217.26,208.48,199.44,BFUTILITIE
Receivables,6.19,4.37,0.08,2.57,0.7,9.06,1.67,1.82,0.35,,BFUTILITIE
Inventory,,0.07,0.07,0.06,0.08,0.28,0.16,0.07,0.1,0.07,BFUTILITIE
Cash & Bank,16.94,1.07,2.45,1.74,2.29,8.84,23.11,40.29,37.37,32.46,BFUTILITIE
No. of Equity Shares,37667628.0,37667628.0,37667628.0,37667628.0,37667628.0,37667628.0,37667628.0,37667628.0,37667628.0,37667628.0,BFUTILITIE
New Bonus Shares,,,,,,,,,,,BFUTILITIE
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,BFUTILITIE
