Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,15.56,10.43,33.2,30.56,53.14,100.57,143.61,125.29,21.76,11.83,COFFEEDAY
Raw Material Cost,,,,6.62,20.71,39.32,61.15,69.13,,,COFFEEDAY
Change in Inventory,,,,,,,,,,,COFFEEDAY
Power and Fuel,0.41,0.06,0.71,0.82,0.72,0.62,0.67,0.76,0.75,0.57,COFFEEDAY
Other Mfr. Exp,1.21,0.13,1.41,1.76,1.74,2.11,2.17,2.24,2.0,1.59,COFFEEDAY
Employee Cost,2.59,3.79,3.98,4.83,6.44,6.93,7.9,8.76,9.34,5.19,COFFEEDAY
Selling and admin,3.53,11.93,19.47,11.41,16.05,9.93,8.63,8.2,9.07,5.84,COFFEEDAY
Other Expenses,,,0.01,0.04,0.14,0.13,0.12,0.11,0.42,0.16,COFFEEDAY
Other Income,9.65,0.89,14.33,2.04,10.15,1.92,1.71,1.74,1507.44,-46.38,COFFEEDAY
Depreciation,0.63,0.65,0.68,0.63,0.47,0.51,0.44,0.47,0.61,0.59,COFFEEDAY
Interest,31.35,68.56,100.94,132.29,167.77,122.52,125.73,105.08,98.27,69.01,COFFEEDAY
Profit before tax,-14.51,-73.8,-79.67,-125.8,-150.75,-79.58,-61.49,-67.72,1408.74,-117.5,COFFEEDAY
Tax,0.22,,,,,,,,41.22,-14.72,COFFEEDAY
Net profit,-14.73,-73.8,-79.68,-125.79,-150.75,-79.58,-61.49,-67.71,1367.52,-102.78,COFFEEDAY
