Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,FINCABLES
Reserves,769.84,893.73,1072.78,1234.22,1565.0,1846.85,2163.31,2409.08,2688.04,2920.12,FINCABLES
Borrowings,171.63,180.61,147.03,126.72,51.21,1.24,0.84,0.55,7.94,6.7,FINCABLES
Other Liabilities,243.99,299.21,313.57,242.22,271.55,297.47,281.31,328.78,285.22,294.35,FINCABLES
Total,1216.05,1404.14,1563.97,1633.75,1918.35,2176.15,2476.05,2769.0,3011.79,3251.76,FINCABLES
Net Block,429.23,412.11,495.84,463.77,432.19,414.87,408.99,404.21,386.53,394.43,FINCABLES
Capital Work in Progress,12.02,35.73,10.7,6.67,3.14,8.15,5.2,10.36,27.29,25.71,FINCABLES
Investments,237.21,324.09,403.14,494.22,700.47,895.87,1214.82,1381.87,725.89,937.2,FINCABLES
Other Assets,537.59,632.21,654.29,669.09,782.55,857.26,847.04,972.56,1872.08,1894.42,FINCABLES
Total,1216.05,1404.14,1563.97,1633.75,1918.35,2176.15,2476.05,2769.0,3011.79,3251.76,FINCABLES
Receivables,114.09,149.65,145.17,118.61,125.92,124.39,174.92,210.88,187.02,176.55,FINCABLES
Inventory,281.14,329.63,352.4,318.62,329.3,462.01,499.06,587.2,593.06,755.4,FINCABLES
Cash & Bank,49.0,39.81,64.86,138.37,218.73,175.84,103.61,48.8,933.88,53.72,FINCABLES
No. of Equity Shares,152939345.0,152939350.0,152939350.0,152939345.0,152939345.0,152939345.0,152939345.0,152939345.0,152939345.0,152939345.0,FINCABLES
New Bonus Shares,,,,,,,,,,,FINCABLES
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,FINCABLES
