Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,15.44,VSTIND
Reserves,274.75,288.67,312.79,331.23,354.99,523.53,566.65,648.59,771.64,925.0,VSTIND
Borrowings,,,,,,,,,,,VSTIND
Other Liabilities,420.94,439.46,426.9,479.36,456.57,258.68,482.05,540.9,609.96,545.35,VSTIND
Total,711.13,743.57,755.13,826.03,827.0,797.65,1064.14,1204.93,1397.04,1485.79,VSTIND
Net Block,163.41,175.17,209.11,197.77,174.01,220.01,195.07,213.41,187.1,172.76,VSTIND
Capital Work in Progress,0.12,0.06,0.03,,40.68,0.82,34.22,0.3,12.65,33.25,VSTIND
Investments,223.74,198.74,181.22,171.26,162.22,173.58,416.12,575.32,752.99,887.12,VSTIND
Other Assets,323.86,369.6,364.77,457.0,450.09,403.24,418.73,415.9,444.3,392.66,VSTIND
Total,711.13,743.57,755.13,826.03,827.0,797.65,1064.14,1204.93,1397.04,1485.79,VSTIND
Receivables,12.62,23.69,7.78,11.95,12.38,12.04,27.33,14.32,15.37,15.21,VSTIND
Inventory,238.25,253.37,267.62,366.07,377.04,329.31,252.87,281.85,297.74,297.18,VSTIND
Cash & Bank,35.98,47.27,46.94,42.05,21.23,19.94,37.59,36.86,37.45,20.83,VSTIND
No. of Equity Shares,15441920.0,15441920.0,15441920.0,15441920.0,15441920.0,15441920.0,15441920.0,15441920.0,15441920.0,15441920.0,VSTIND
New Bonus Shares,,,,,,,,,,,VSTIND
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,VSTIND
