Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,29.58,37.65,27.89,34.56,25.91,24.62,29.15,23.52,25.04,29.33,ALANKIT
Expenses,24.33,32.52,21.86,30.05,21.18,19.78,23.97,21.22,19.31,22.78,ALANKIT
Other Income,0.48,0.09,1.3,3.33,0.03,0.2,0.15,0.73,0.05,0.07,ALANKIT
Depreciation,0.93,1.03,1.0,1.0,0.79,0.84,0.84,1.03,1.79,1.8,ALANKIT
Interest,0.42,0.37,0.38,0.28,0.28,0.51,0.37,0.41,0.34,0.34,ALANKIT
Profit before tax,4.38,3.82,5.95,6.56,3.69,3.69,4.12,1.59,3.65,4.48,ALANKIT
Tax,1.43,1.39,1.86,3.33,1.1,0.76,0.56,0.6,1.1,1.34,ALANKIT
Net profit,2.95,2.42,4.08,3.23,2.59,2.93,3.55,0.99,2.55,3.14,ALANKIT
Operating Profit,5.25,5.13,6.03,4.51,4.73,4.84,5.18,2.3,5.73,6.55,ALANKIT
