Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,92.36,88.52,85.72,85.72,86.0,101.0,102.0,102.0,153.0,153.0,UPL
Reserves,3413.66,3269.17,3221.92,3438.36,3864.0,7567.0,7867.0,7870.0,7871.0,7633.0,UPL
Borrowings,1593.7,2038.11,1420.16,1376.59,1650.0,848.0,1122.0,1638.0,1112.0,1280.0,UPL
Other Liabilities,1164.4,1620.1,2354.72,2738.64,6159.0,2831.0,2959.0,4293.0,4692.0,6217.0,UPL
Total,6264.12,7015.9,7082.52,7639.31,11759.0,11347.0,12050.0,13903.0,13828.0,15283.0,UPL
Net Block,1375.42,1350.5,1572.27,1649.24,5397.0,5116.0,4902.0,4981.0,5354.0,5598.0,UPL
Capital Work in Progress,113.64,236.15,117.97,370.32,209.0,272.0,663.0,889.0,886.0,722.0,UPL
Investments,782.12,904.05,671.15,872.72,588.0,593.0,594.0,1441.0,1406.0,1441.0,UPL
Other Assets,3992.94,4525.2,4721.13,4747.03,5565.0,5366.0,5891.0,6592.0,6182.0,7522.0,UPL
Total,6264.12,7015.9,7082.52,7639.31,11759.0,11347.0,12050.0,13903.0,13828.0,15283.0,UPL
Receivables,1389.99,1804.56,1411.79,1422.52,1866.0,1957.0,2017.0,2733.0,3161.0,4046.0,UPL
Inventory,550.03,620.54,872.2,1173.97,1284.0,1355.0,1452.0,1866.0,1316.0,1943.0,UPL
Cash & Bank,97.53,188.22,185.4,124.7,75.0,71.0,126.0,100.0,163.0,334.0,UPL
No. of Equity Shares,461804274.0,442604274.0,428604274.0,428604274.0,428604274.0,507017118.0,509333081.0,509333081.0,764045456.0,764045456.0,UPL
New Bonus Shares,,,,,,,,,,,UPL
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,UPL
