Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,6.76,ARCHIES
Reserves,98.63,103.95,107.45,101.3,103.96,99.95,110.79,111.25,103.34,100.82,ARCHIES
Borrowings,8.55,4.95,8.68,6.59,15.19,15.32,16.56,16.02,90.37,60.52,ARCHIES
Other Liabilities,32.36,32.45,32.25,29.42,28.36,32.64,31.69,34.45,27.95,21.84,ARCHIES
Total,146.3,148.11,155.14,144.07,154.27,154.67,165.8,168.48,228.42,189.94,ARCHIES
Net Block,65.68,64.69,71.94,55.91,57.82,61.45,75.54,75.22,132.83,105.75,ARCHIES
Capital Work in Progress,0.64,1.16,0.3,0.19,0.12,0.38,0.1,0.33,0.17,0.48,ARCHIES
Investments,,,,,,,,,,,ARCHIES
Other Assets,79.98,82.26,82.9,87.97,96.33,92.84,90.16,92.93,95.42,83.71,ARCHIES
Total,146.3,148.11,155.14,144.07,154.27,154.67,165.8,168.48,228.42,189.94,ARCHIES
Receivables,16.76,18.56,21.12,21.79,21.99,19.96,21.99,19.1,15.99,10.42,ARCHIES
Inventory,45.55,44.12,39.86,49.01,57.17,56.87,51.78,50.86,58.21,57.95,ARCHIES
Cash & Bank,2.02,3.01,3.62,1.85,3.19,1.22,1.21,2.19,1.12,0.85,ARCHIES
No. of Equity Shares,33781000.0,33781000.0,33781000.0,33781000.0,33781000.0,33781000.0,33781000.0,33781000.0,33781000.0,33781000.0,ARCHIES
New Bonus Shares,,,,,,,,,,,ARCHIES
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,ARCHIES
