Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,24.95,24.95,24.95,24.95,24.95,24.95,24.95,22.97,22.17,22.17,GOLDIAM
Reserves,137.52,141.65,148.14,154.89,162.75,194.98,209.49,206.75,199.1,223.19,GOLDIAM
Borrowings,20.75,52.95,28.93,44.18,21.99,13.96,10.56,6.92,3.78,10.0,GOLDIAM
Other Liabilities,25.12,30.06,40.95,35.88,33.52,20.09,22.28,25.65,33.18,66.81,GOLDIAM
Total,208.34,249.61,242.97,259.9,243.21,253.98,267.28,262.29,258.23,322.17,GOLDIAM
Net Block,9.43,19.55,19.36,16.53,16.29,15.85,16.48,16.92,16.87,27.0,GOLDIAM
Capital Work in Progress,,0.15,0.33,1.5,1.64,1.83,,,,0.12,GOLDIAM
Investments,94.4,107.86,98.38,106.59,108.41,142.4,124.54,126.74,147.66,173.23,GOLDIAM
Other Assets,104.51,122.05,124.9,135.28,116.87,93.9,126.26,118.63,93.7,121.82,GOLDIAM
Total,208.34,249.61,242.97,259.9,243.21,253.98,267.28,262.29,258.23,322.17,GOLDIAM
Receivables,55.67,69.76,77.36,80.96,53.23,54.09,62.31,52.44,28.36,33.25,GOLDIAM
Inventory,27.88,33.65,35.78,36.97,28.6,22.68,19.03,11.0,12.38,18.1,GOLDIAM
Cash & Bank,14.33,12.7,2.33,5.0,23.81,5.23,14.27,26.88,26.44,52.03,GOLDIAM
No. of Equity Shares,24945996.0,24945996.0,24945996.0,24945996.0,24945996.0,24945996.0,24945996.0,22965996.0,22174923.0,22174923.0,GOLDIAM
New Bonus Shares,,,,,,,,,,,GOLDIAM
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,GOLDIAM
