Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,62.14,70.27,80.7,83.9,95.28,103.32,126.07,149.97,146.86,150.58,PREMIERPOL
Raw Material Cost,46.53,47.91,54.16,57.34,63.58,66.94,82.8,103.74,96.2,99.08,PREMIERPOL
Change in Inventory,2.65,-0.72,-3.42,-0.85,1.63,1.37,1.71,0.15,-0.27,-3.21,PREMIERPOL
Power and Fuel,4.33,4.74,5.44,5.94,6.88,7.37,9.34,9.28,7.88,6.77,PREMIERPOL
Other Mfr. Exp,2.6,3.37,3.09,3.87,5.06,5.44,6.04,6.52,6.69,5.59,PREMIERPOL
Employee Cost,5.07,5.78,5.61,6.32,8.52,11.12,13.93,14.26,16.39,14.95,PREMIERPOL
Selling and admin,3.07,3.98,4.18,4.16,3.61,4.18,4.26,4.31,4.61,4.31,PREMIERPOL
Other Expenses,0.16,-0.2,0.15,0.16,0.79,0.88,0.91,0.93,1.01,1.15,PREMIERPOL
Other Income,2.12,2.16,1.13,1.18,1.64,1.6,2.34,1.67,1.49,1.6,PREMIERPOL
Depreciation,1.85,1.79,1.54,1.49,2.67,2.19,2.95,3.44,3.81,4.04,PREMIERPOL
Interest,0.9,1.12,0.96,0.82,1.96,2.52,2.72,3.12,2.79,2.12,PREMIERPOL
Profit before tax,2.4,3.22,3.28,4.13,5.48,5.65,7.17,6.19,8.7,10.96,PREMIERPOL
Tax,0.49,1.32,0.35,1.39,1.83,2.05,2.47,1.73,2.49,2.54,PREMIERPOL
Net profit,1.91,1.9,2.93,2.73,3.66,3.61,4.69,4.46,6.21,8.42,PREMIERPOL
