Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,5.08,5.08,5.08,5.08,5.08,5.08,7.82,8.33,8.33,8.33,BHAGCHEM
Reserves,39.46,41.43,42.8,44.28,41.07,46.11,94.01,119.76,123.91,147.5,BHAGCHEM
Borrowings,26.42,38.64,52.52,71.46,62.16,64.0,61.16,47.37,42.87,62.18,BHAGCHEM
Other Liabilities,18.56,39.3,41.32,74.55,70.91,91.12,80.06,98.16,50.16,55.08,BHAGCHEM
Total,89.52,124.45,141.72,195.37,179.22,206.31,243.05,273.62,225.27,273.09,BHAGCHEM
Net Block,31.0,34.78,47.57,52.12,66.34,68.73,76.65,105.89,138.28,144.75,BHAGCHEM
Capital Work in Progress,2.93,12.4,9.28,16.14,,,0.44,3.84,3.62,1.38,BHAGCHEM
Investments,,,,,,,,,,8.01,BHAGCHEM
Other Assets,55.59,77.27,84.87,127.11,112.88,137.58,165.96,163.89,83.37,118.95,BHAGCHEM
Total,89.52,124.45,141.72,195.37,179.22,206.31,243.05,273.62,225.27,273.09,BHAGCHEM
Receivables,18.57,35.48,33.93,49.09,27.83,17.13,35.57,84.23,11.49,59.66,BHAGCHEM
Inventory,22.83,26.86,32.3,63.11,72.1,106.16,96.67,57.51,56.25,50.38,BHAGCHEM
Cash & Bank,3.11,2.73,1.21,0.69,1.44,0.69,3.59,3.06,3.72,0.58,BHAGCHEM
No. of Equity Shares,5102800.0,5102800.0,5102800.0,5102800.0,5102800.0,5102800.0,7842800.0,8358800.0,8358800.0,8358800.0,BHAGCHEM
New Bonus Shares,,,,,,,,,,,BHAGCHEM
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,BHAGCHEM
