Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,28480.67,31908.93,37910.1,43429.91,41796.47,39290.85,38071.41,40767.81,42353.27,40599.44,BANKINDIA
Raw Material Cost,,,,,,,,,,,BANKINDIA
Change in Inventory,,,,,,,,,,,BANKINDIA
Power and Fuel,,,,,,,,,,,BANKINDIA
Other Mfr. Exp,45.93,59.95,62.95,62.95,63.08,64.57,65.0,62.75,72.54,60.04,BANKINDIA
Employee Cost,3069.43,3130.65,3991.31,4985.97,5357.56,5397.05,4903.63,6021.5,6141.96,6473.42,BANKINDIA
Selling and admin,799.87,883.18,1161.91,1309.27,1343.28,1447.72,1496.58,1552.52,1622.35,1808.83,BANKINDIA
Other Expenses,3975.03,5524.64,6133.28,7137.7,16117.75,14074.09,17888.4,19026.53,18351.14,9760.13,BANKINDIA
Other Income,3321.17,3766.04,4291.84,4232.7,3652.54,6772.33,5733.76,4658.89,6713.07,7441.49,BANKINDIA
Depreciation,166.83,183.89,227.87,285.42,286.26,-12.47,519.98,366.67,384.78,372.2,BANKINDIA
Interest,20167.23,22884.93,27079.57,32086.25,30071.85,27464.74,27565.07,27110.14,27096.29,26329.6,BANKINDIA
Profit before tax,3577.52,3007.73,3545.05,1795.05,-7790.77,-2372.52,-8633.49,-8713.41,-4602.72,3236.71,BANKINDIA
Tax,900.0,258.39,815.78,86.13,-1701.56,-814.21,-2589.79,-3166.51,-1645.83,1076.41,BANKINDIA
Net profit,2677.52,2749.35,2729.27,1708.92,-6089.21,-1558.31,-6043.71,-5546.9,-2956.89,2160.3,BANKINDIA
