Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,153.18,124.26,122.52,220.58,295.02,298.51,269.07,227.58,282.33,379.97,MANGALAM
Raw Material Cost,124.35,81.04,83.75,163.24,202.39,181.91,180.45,168.7,178.07,256.02,MANGALAM
Change in Inventory,15.76,-20.05,5.45,7.46,0.08,-15.57,13.86,15.39,-17.28,4.23,MANGALAM
Power and Fuel,7.29,8.14,10.88,11.9,10.9,11.53,14.31,14.56,14.24,16.12,MANGALAM
Other Mfr. Exp,6.54,3.9,4.45,8.15,10.29,6.7,9.88,6.86,7.37,12.09,MANGALAM
Employee Cost,8.41,8.74,10.32,10.98,14.53,19.28,14.89,26.06,26.3,30.14,MANGALAM
Selling and admin,8.14,7.61,8.86,12.96,17.05,18.62,16.83,16.78,13.98,16.27,MANGALAM
Other Expenses,0.03,-0.81,0.09,0.38,2.25,-1.8,-0.28,0.28,1.35,0.19,MANGALAM
Other Income,0.85,1.57,0.22,0.01,0.03,-0.47,0.85,0.27,1.13,4.65,MANGALAM
Depreciation,3.74,3.94,4.01,4.15,4.41,5.01,6.57,7.09,8.22,9.18,MANGALAM
Interest,10.16,10.02,9.74,10.28,9.29,10.04,11.78,8.65,10.4,9.33,MANGALAM
Profit before tax,1.13,-16.8,-3.91,6.01,24.02,31.18,29.35,-5.74,6.25,39.51,MANGALAM
Tax,0.5,-5.0,-0.87,-0.13,7.98,8.91,9.46,2.29,-2.0,11.55,MANGALAM
Net profit,0.63,-11.8,-3.04,6.14,16.03,22.28,19.89,-8.03,8.25,27.97,MANGALAM
