Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,561.33,599.37,684.56,782.23,824.82,845.87,884.61,1017.82,944.72,1017.26,GARFIBRES
Raw Material Cost,258.2,261.5,310.29,370.64,307.26,302.4,302.28,331.59,285.72,276.23,GARFIBRES
Change in Inventory,6.38,-3.19,-6.05,7.18,-8.0,9.32,11.66,1.67,13.6,-20.22,GARFIBRES
Power and Fuel,34.28,38.91,39.32,31.99,31.23,33.04,35.07,35.16,36.48,33.03,GARFIBRES
Other Mfr. Exp,73.63,77.78,118.04,104.21,170.56,173.75,182.7,214.62,221.32,231.21,GARFIBRES
Employee Cost,79.42,79.2,63.85,84.29,92.85,106.1,116.93,130.03,136.28,149.95,GARFIBRES
Selling and admin,59.49,64.12,79.49,105.3,97.37,83.23,96.15,107.63,94.48,96.24,GARFIBRES
Other Expenses,4.82,16.28,5.26,13.66,14.36,21.0,2.51,8.48,6.2,11.64,GARFIBRES
Other Income,3.33,5.75,3.96,3.73,5.69,8.19,17.71,20.98,68.83,34.54,GARFIBRES
Depreciation,16.02,16.32,14.39,12.39,13.1,14.16,15.35,17.24,19.26,20.64,GARFIBRES
Interest,13.18,14.48,12.83,10.25,8.73,6.54,9.98,13.72,11.21,9.97,GARFIBRES
Profit before tax,32.0,33.34,39.0,60.41,87.05,123.16,153.01,182.0,216.2,202.67,GARFIBRES
Tax,7.99,8.66,12.33,17.36,25.17,38.86,47.89,56.39,38.2,48.05,GARFIBRES
Net profit,24.01,24.67,26.66,43.05,61.88,84.3,105.12,125.61,178.0,154.63,GARFIBRES
