Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,75.1,123.8,290.59,263.9,249.79,211.09,325.05,502.31,223.07,328.52,BIRLACABLE
Raw Material Cost,58.76,93.93,231.25,195.52,178.43,158.86,242.6,362.14,160.74,239.1,BIRLACABLE
Change in Inventory,1.68,3.91,7.88,-0.27,-2.54,1.33,-0.71,-2.35,7.4,-6.25,BIRLACABLE
Power and Fuel,2.31,2.93,3.46,4.14,4.67,4.55,5.54,6.71,5.64,5.75,BIRLACABLE
Other Mfr. Exp,3.22,7.0,12.72,15.38,14.59,12.71,17.34,25.19,19.35,24.41,BIRLACABLE
Employee Cost,7.39,8.08,9.78,12.21,14.18,15.13,16.78,19.07,20.81,20.34,BIRLACABLE
Selling and admin,1.17,1.38,1.91,2.85,3.13,2.9,3.04,2.68,2.17,1.38,BIRLACABLE
Other Expenses,2.34,3.25,4.23,4.48,5.85,4.73,4.37,5.16,4.83,5.96,BIRLACABLE
Other Income,2.26,3.14,1.86,3.69,-2.12,3.16,0.9,2.65,2.26,1.68,BIRLACABLE
Depreciation,3.8,3.65,4.64,5.98,7.17,7.73,7.68,10.52,11.74,11.21,BIRLACABLE
Interest,4.9,4.95,8.87,8.3,6.52,3.48,3.88,4.87,7.15,4.84,BIRLACABLE
Profit before tax,-4.85,5.68,23.47,18.46,10.59,5.49,24.01,66.27,0.3,10.96,BIRLACABLE
Tax,-0.03,,4.23,5.97,2.11,2.15,7.89,19.23,-0.72,2.75,BIRLACABLE
Net profit,-4.82,5.69,19.24,12.5,8.48,3.33,16.13,47.03,1.02,8.2,BIRLACABLE
