Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,2.0,2.0,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,BCP
Reserves,7.97,8.29,8.93,9.61,10.33,10.98,16.02,18.22,19.26,19.7,BCP
Borrowings,4.3,21.89,30.65,11.9,24.51,27.53,16.13,25.4,24.61,8.02,BCP
Other Liabilities,17.29,45.52,42.88,36.55,31.43,64.4,146.17,30.5,19.5,21.04,BCP
Total,31.56,77.7,94.22,69.82,78.03,114.67,190.08,85.88,75.13,60.52,BCP
Net Block,5.68,5.45,5.1,5.15,4.51,3.87,3.69,3.43,3.05,2.84,BCP
Capital Work in Progress,,,,,,,,,,,BCP
Investments,3.0,2.97,,,,,,,,,BCP
Other Assets,22.88,69.28,89.12,64.67,73.52,110.8,186.39,82.45,72.08,57.68,BCP
Total,31.56,77.7,94.22,69.82,78.03,114.67,190.08,85.88,75.13,60.52,BCP
Receivables,2.78,51.06,62.95,42.78,40.45,87.36,75.42,50.1,29.66,13.72,BCP
Inventory,13.71,9.18,9.67,11.16,14.63,12.64,51.74,20.81,19.26,10.53,BCP
Cash & Bank,0.22,1.99,3.13,3.32,5.39,3.62,36.76,4.0,0.39,0.4,BCP
No. of Equity Shares,2000000.0,2000000.0,11760000.0,11760000.0,11760000.0,11760000.0,11760000.0,58800000.0,58800000.0,58800000.0,BCP
New Bonus Shares,,,4000000.0,,,,,,,,BCP
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,BCP
