Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,3270.37,4242.43,5115.96,5395.88,5443.43,5622.35,5699.65,5815.82,5989.99,5470.43,KARURVYSYA
Raw Material Cost,,,,,,,,,,,KARURVYSYA
Change in Inventory,,,,,,,,,,,KARURVYSYA
Power and Fuel,,,,,,,,,,,KARURVYSYA
Other Mfr. Exp,12.1,20.88,19.73,31.68,45.07,44.11,60.32,55.57,70.41,68.28,KARURVYSYA
Employee Cost,265.09,344.33,528.58,547.68,549.72,609.65,640.72,762.62,857.93,1155.43,KARURVYSYA
Selling and admin,121.34,166.47,191.05,209.68,237.15,259.83,289.01,297.3,310.02,304.74,KARURVYSYA
Other Expenses,198.58,297.53,638.61,713.57,661.8,972.96,1619.1,1786.66,1873.14,1229.21,KARURVYSYA
Other Income,350.42,452.56,564.45,589.51,706.78,782.22,899.93,962.77,1154.62,1056.65,KARURVYSYA
Depreciation,38.48,56.38,74.69,81.36,82.81,85.89,85.25,101.22,118.88,124.14,KARURVYSYA
Interest,2353.25,3083.96,3832.26,3929.97,3662.03,3548.65,3401.54,3453.0,3642.04,3110.91,KARURVYSYA
Profit before tax,631.95,725.44,395.49,471.45,911.63,883.48,503.64,322.22,272.19,534.37,KARURVYSYA
Tax,130.23,175.12,-34.11,7.17,344.0,277.49,157.97,111.36,37.16,174.98,KARURVYSYA
Net profit,501.72,550.32,429.6,464.28,567.63,605.98,345.67,210.87,235.02,359.39,KARURVYSYA
