Report Date,Unnamed: 1,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,,13.28,14.16,10.61,2.39,11.53,15.42,17.86,11.5,13.82,SINTERCOM
Expenses,,10.35,13.21,10.17,4.72,10.09,13.46,15.49,11.0,12.79,SINTERCOM
Other Income,,0.02,0.02,0.01,,0.03,0.12,0.32,0.18,0.01,SINTERCOM
Depreciation,,1.7,1.91,1.51,1.5,1.53,1.65,1.56,1.6,1.66,SINTERCOM
Interest,,1.21,0.79,1.13,0.81,1.0,1.12,0.94,0.53,0.7,SINTERCOM
Profit before tax,,0.04,-1.73,-2.19,-4.64,-1.06,-0.69,0.19,-1.45,-1.32,SINTERCOM
Tax,,-0.13,-0.13,-0.77,-1.23,-0.28,-0.19,0.22,-0.32,-0.36,SINTERCOM
Net profit,,0.17,-1.61,-1.43,-3.4,-0.78,-0.5,-0.02,-1.13,-0.97,SINTERCOM
Operating Profit,,2.93,0.95,0.44,-2.33,1.44,1.96,2.37,0.5,1.03,SINTERCOM
