Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,32.66,32.66,32.66,32.67,32.67,49.0,49.23,49.23,49.23,49.23,GANESHHOUC
Reserves,544.97,583.45,615.98,637.96,679.07,688.25,717.81,718.11,651.86,604.94,GANESHHOUC
Borrowings,275.02,304.55,301.12,282.88,290.65,357.26,429.12,378.19,321.79,281.92,GANESHHOUC
Other Liabilities,63.35,60.19,78.57,79.65,89.84,91.43,75.56,53.95,55.05,44.6,GANESHHOUC
Total,916.0,980.85,1028.33,1033.16,1092.23,1185.94,1271.72,1199.48,1077.93,980.69,GANESHHOUC
Net Block,62.18,59.9,53.55,211.69,211.5,210.4,208.33,207.64,205.91,190.9,GANESHHOUC
Capital Work in Progress,1.08,1.08,,,2.01,,,0.1,2.29,,GANESHHOUC
Investments,137.32,193.22,193.23,193.23,193.23,205.48,202.97,205.43,205.43,227.63,GANESHHOUC
Other Assets,715.42,726.65,781.55,628.24,685.49,770.06,860.42,786.31,664.3,562.16,GANESHHOUC
Total,916.0,980.85,1028.33,1033.16,1092.23,1185.94,1271.72,1199.48,1077.93,980.69,GANESHHOUC
Receivables,190.27,203.32,184.83,177.63,98.84,59.54,121.4,124.45,82.9,58.39,GANESHHOUC
Inventory,5.11,6.89,24.56,29.11,34.46,37.07,6.13,6.64,6.82,18.36,GANESHHOUC
Cash & Bank,1.77,20.27,7.89,20.03,31.24,30.25,27.96,24.83,12.19,10.56,GANESHHOUC
No. of Equity Shares,32655880.0,32655880.0,32655880.0,32668546.0,32668546.0,49002819.0,49227090.0,49227090.0,49227090.0,49227090.0,GANESHHOUC
New Bonus Shares,,,,,,,,,,,GANESHHOUC
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,GANESHHOUC
