Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1017.0,1018.56,1196.76,1346.11,1417.74,1394.55,1642.96,1833.07,1324.34,1176.91,SUNCLAYLTD
Raw Material Cost,549.27,525.07,596.1,692.33,710.58,649.22,863.53,922.62,577.09,573.37,SUNCLAYLTD
Change in Inventory,13.15,7.15,1.62,-2.35,8.42,-13.88,49.46,6.24,-41.32,22.57,SUNCLAYLTD
Power and Fuel,41.32,59.02,90.72,93.83,86.39,88.37,118.13,125.45,91.98,82.07,SUNCLAYLTD
Other Mfr. Exp,104.45,103.32,100.23,110.91,126.7,142.58,167.3,160.93,137.59,93.39,SUNCLAYLTD
Employee Cost,119.43,132.93,155.2,183.2,206.74,213.68,249.89,276.02,221.49,189.68,SUNCLAYLTD
Selling and admin,69.78,75.61,100.32,89.41,108.43,98.97,229.96,92.48,65.95,71.61,SUNCLAYLTD
Other Expenses,38.13,39.86,47.48,50.48,47.94,54.71,50.16,82.22,47.22,38.19,SUNCLAYLTD
Other Income,58.91,37.97,41.32,57.51,110.34,75.71,94.3,98.24,75.52,97.45,SUNCLAYLTD
Depreciation,47.34,51.25,53.21,59.82,54.95,60.64,73.21,92.19,92.65,77.9,SUNCLAYLTD
Interest,38.42,44.32,35.65,36.88,32.25,28.54,33.7,55.16,55.4,47.62,SUNCLAYLTD
Profit before tax,80.92,32.3,60.79,84.41,162.52,119.67,0.84,130.48,69.17,123.1,SUNCLAYLTD
Tax,8.63,-3.12,7.13,13.25,18.08,14.08,-54.08,10.82,0.47,47.26,SUNCLAYLTD
Net profit,72.29,35.42,53.66,71.16,144.44,105.59,54.92,119.66,68.7,75.84,SUNCLAYLTD
