Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,8.66,SANGHVIMOV
Reserves,618.86,654.76,640.26,645.71,746.77,852.7,780.3,724.53,717.77,700.34,SANGHVIMOV
Borrowings,700.18,591.51,464.89,333.96,602.03,538.21,539.44,444.58,311.99,196.87,SANGHVIMOV
Other Liabilities,132.94,120.63,102.86,112.07,138.82,143.57,117.02,65.97,53.94,51.75,SANGHVIMOV
Total,1460.64,1375.56,1216.67,1100.4,1496.28,1543.14,1445.42,1243.74,1092.36,957.62,SANGHVIMOV
Net Block,1185.99,1090.21,1004.83,891.29,1251.06,1290.78,1253.56,1107.91,961.41,832.53,SANGHVIMOV
Capital Work in Progress,13.86,0.16,0.25,17.5,4.54,0.49,3.86,,,,SANGHVIMOV
Investments,,,,7.0,8.04,15.01,,,,12.25,SANGHVIMOV
Other Assets,260.79,285.19,211.59,184.61,232.64,236.86,188.0,135.83,130.95,112.84,SANGHVIMOV
Total,1460.64,1375.56,1216.67,1100.4,1496.28,1543.14,1445.42,1243.74,1092.36,957.62,SANGHVIMOV
Receivables,204.64,224.09,148.83,123.53,155.07,165.82,134.52,73.28,62.21,56.58,SANGHVIMOV
Inventory,8.36,10.55,10.22,10.22,10.59,13.83,12.39,11.77,10.63,7.06,SANGHVIMOV
Cash & Bank,15.33,29.07,18.59,28.1,4.05,2.63,2.84,4.49,3.36,1.57,SANGHVIMOV
No. of Equity Shares,43288000.0,43288000.0,43288000.0,43288000.0,43288000.0,43288000.0,43288000.0,43288000.0,43288000.0,43288000.0,SANGHVIMOV
New Bonus Shares,,,,,,,,,,,SANGHVIMOV
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,SANGHVIMOV
