Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,171.05,171.06,171.06,171.33,343.79,344.81,394.43,397.01,398.53,399.23,FEDERALBNK
Reserves,5535.28,6193.6,6779.53,7566.8,7747.43,8597.57,11815.81,12876.03,14119.08,15724.38,FEDERALBNK
Borrowings,53178.15,62801.85,65419.24,73133.23,84286.28,103561.88,123525.99,142735.66,162662.51,181712.98,FEDERALBNK
Other Liabilities,1742.29,1866.43,2224.32,1979.13,2203.87,2472.68,2577.72,3331.3,3457.93,3530.8,FEDERALBNK
Total,60626.77,71032.94,74594.15,82850.49,94581.37,114976.94,138313.95,159340.0,180638.05,201367.39,FEDERALBNK
Net Block,326.14,397.47,402.33,440.05,504.22,474.54,448.08,454.95,455.4,479.01,FEDERALBNK
Capital Work in Progress,,2.4,22.62,26.58,15.76,14.92,9.29,17.09,24.58,12.12,FEDERALBNK
Investments,17402.49,21154.59,24117.85,20568.82,25155.49,28196.09,30781.07,31824.47,35892.68,37186.21,FEDERALBNK
Other Assets,42898.14,49478.48,50051.35,61815.04,68905.9,86291.39,107075.51,127043.49,144265.39,163690.05,FEDERALBNK
Total,60626.77,71032.94,74594.15,82850.49,94581.37,114976.94,138313.95,159340.0,180638.05,201367.39,FEDERALBNK
Receivables,,,,,,,,,,,FEDERALBNK
Inventory,,,,,,,,,,,FEDERALBNK
Cash & Bank,3532.55,3719.99,4529.38,4780.0,5419.81,7452.17,9203.41,10066.8,12574.58,19591.39,FEDERALBNK
No. of Equity Shares,171047501.0,171059132.0,855311785.0,856655197.0,1718946844.0,1724045414.0,1972144439.0,1985050203.0,1992664572.0,1996152748.0,FEDERALBNK
New Bonus Shares,,,,,,,,,,,FEDERALBNK
Face value,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,FEDERALBNK
