Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,308.22,283.57,285.37,254.51,215.41,240.51,250.87,279.75,280.94,304.0,NAM-INDIA
Expenses,155.33,141.16,142.25,95.96,110.18,107.91,107.74,119.95,110.77,118.72,NAM-INDIA
Other Income,35.13,23.56,56.54,-112.61,98.78,61.92,122.95,55.47,61.27,87.97,NAM-INDIA
Depreciation,7.61,7.57,9.12,8.32,10.34,7.74,7.6,6.91,7.15,6.38,NAM-INDIA
Interest,1.72,1.62,1.87,0.37,1.24,1.16,1.03,0.94,0.92,1.12,NAM-INDIA
Profit before tax,178.69,156.78,188.67,37.25,192.43,185.62,257.45,207.42,223.37,265.75,NAM-INDIA
Tax,56.05,22.91,44.76,25.37,42.77,45.04,55.67,50.05,52.07,65.36,NAM-INDIA
Net profit,122.64,133.87,143.91,11.88,149.66,140.58,201.78,157.37,171.3,200.39,NAM-INDIA
Operating Profit,152.89,142.41,143.12,158.55,105.23,132.6,143.13,159.8,170.17,185.28,NAM-INDIA
