Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,29.4,29.4,29.4,29.4,44.95,44.95,44.95,44.95,44.95,62.57,BHARATWIRE
Reserves,36.77,38.25,39.75,41.31,93.34,95.78,98.33,54.76,-5.9,-10.07,BHARATWIRE
Borrowings,41.44,35.97,27.72,42.37,195.96,371.33,524.77,610.17,673.98,273.91,BHARATWIRE
Other Liabilities,35.18,42.89,45.08,38.95,82.75,87.19,68.38,57.04,39.29,420.11,BHARATWIRE
Total,142.79,146.51,141.95,152.03,417.0,599.25,736.43,766.92,752.32,746.52,BHARATWIRE
Net Block,60.62,67.87,67.25,65.8,65.05,340.09,565.57,560.39,538.63,512.68,BHARATWIRE
Capital Work in Progress,7.02,4.93,7.86,11.37,159.39,142.08,2.16,0.61,0.54,0.62,BHARATWIRE
Investments,,0.84,,,,,,,,,BHARATWIRE
Other Assets,75.15,72.87,66.84,74.86,192.56,117.08,168.7,205.92,213.15,233.22,BHARATWIRE
Total,142.79,146.51,141.95,152.03,417.0,599.25,736.43,766.92,752.32,746.52,BHARATWIRE
Receivables,22.03,20.56,22.33,14.18,16.88,16.93,23.23,36.17,29.39,36.28,BHARATWIRE
Inventory,28.78,34.94,37.05,38.54,34.42,43.71,73.45,88.86,77.65,64.72,BHARATWIRE
Cash & Bank,12.58,8.4,1.86,1.81,72.0,2.42,25.7,4.44,3.44,5.35,BHARATWIRE
No. of Equity Shares,29396700.0,29396700.0,29396700.0,29396693.0,44952248.0,44952200.0,44952200.0,44952000.0,44952000.0,62573203.0,BHARATWIRE
New Bonus Shares,,,,,,,,,,,BHARATWIRE
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,BHARATWIRE
