Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,9.5,11.4,12.54,13.79,13.79,37.61,37.61,39.06,39.06,39.06,PRIVISCL
Reserves,14.25,19.41,34.75,43.01,49.46,32.9,48.28,63.55,563.79,674.88,PRIVISCL
Borrowings,21.12,18.04,29.07,28.77,33.65,59.0,65.6,56.89,492.54,515.9,PRIVISCL
Other Liabilities,9.55,10.78,11.31,19.86,17.57,24.27,24.97,28.23,268.65,292.35,PRIVISCL
Total,54.42,59.63,87.67,105.43,114.47,153.78,176.46,187.73,1364.04,1522.19,PRIVISCL
Net Block,25.75,27.08,32.8,61.71,73.41,93.51,101.55,115.24,563.97,564.72,PRIVISCL
Capital Work in Progress,1.54,1.33,11.63,7.71,5.26,3.21,3.38,0.88,30.27,174.45,PRIVISCL
Investments,,,,,,0.01,0.01,0.02,43.02,43.02,PRIVISCL
Other Assets,27.13,31.22,43.24,36.01,35.8,57.05,71.52,71.59,726.78,740.0,PRIVISCL
Total,54.42,59.63,87.67,105.43,114.47,153.78,176.46,187.73,1364.04,1522.19,PRIVISCL
Receivables,14.11,15.4,21.28,17.47,17.23,25.39,32.03,32.13,216.97,236.29,PRIVISCL
Inventory,9.52,9.91,15.74,13.27,13.42,23.15,30.43,34.01,307.75,314.98,PRIVISCL
Cash & Bank,0.12,0.05,0.07,0.16,0.15,0.47,0.4,0.18,85.35,15.32,PRIVISCL
No. of Equity Shares,9500000.0,11400000.0,12540000.0,13794000.0,13794000.0,37609757.0,37609757.0,39062706.0,39062706.0,39062706.0,PRIVISCL
New Bonus Shares,,1900000.0,1140000.0,1254000.0,,,,,,,PRIVISCL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,PRIVISCL
