Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,190.78,197.23,225.71,261.87,295.59,305.13,512.67,569.24,504.15,505.62,BHAGYANGR
Raw Material Cost,148.84,160.27,190.01,242.43,225.47,249.34,399.03,517.01,456.66,493.11,BHAGYANGR
Change in Inventory,0.75,-0.74,0.28,25.89,-19.55,-4.38,-1.53,8.54,-1.02,27.12,BHAGYANGR
Power and Fuel,6.11,7.2,7.04,7.26,8.3,9.5,12.74,15.26,12.88,9.04,BHAGYANGR
Other Mfr. Exp,3.79,4.45,4.13,4.29,5.89,7.54,9.84,13.41,14.51,12.67,BHAGYANGR
Employee Cost,5.19,5.83,6.14,7.57,7.12,6.08,6.8,7.1,6.33,5.56,BHAGYANGR
Selling and admin,9.04,11.37,12.98,12.62,15.72,12.89,66.51,0.68,1.43,1.16,BHAGYANGR
Other Expenses,-3.1,-5.59,-3.77,7.5,7.05,4.47,3.53,5.17,1.89,1.86,BHAGYANGR
Other Income,16.13,6.22,8.1,9.6,8.67,3.61,11.53,0.96,2.47,2.58,BHAGYANGR
Depreciation,6.02,7.57,6.8,4.97,5.06,3.44,3.61,3.74,3.65,3.67,BHAGYANGR
Interest,30.7,7.04,7.76,8.33,7.62,5.97,3.82,7.62,7.02,5.7,BHAGYANGR
Profit before tax,1.07,4.57,3.0,2.39,2.48,5.13,16.79,8.75,1.23,2.55,BHAGYANGR
Tax,0.52,0.44,0.36,0.35,0.46,0.29,3.92,2.25,0.14,1.57,BHAGYANGR
Net profit,0.55,4.13,2.63,2.05,2.02,4.85,12.86,6.5,1.1,0.97,BHAGYANGR
