Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,47.64,47.64,47.64,47.64,47.64,46.71,46.71,45.77,45.77,45.77,NAVNETEDUL
Reserves,333.16,394.87,452.23,516.13,576.34,678.89,761.7,826.19,919.95,993.09,NAVNETEDUL
Borrowings,145.19,168.7,230.37,143.0,99.5,145.91,211.97,295.01,226.28,28.83,NAVNETEDUL
Other Liabilities,70.3,118.37,128.62,132.83,78.62,120.82,114.81,129.16,114.89,142.83,NAVNETEDUL
Total,596.29,729.58,858.86,839.6,802.1,992.33,1135.19,1296.13,1306.89,1210.52,NAVNETEDUL
Net Block,159.99,169.53,184.87,169.47,159.62,167.96,174.57,173.26,216.47,194.62,NAVNETEDUL
Capital Work in Progress,3.37,5.7,4.51,4.0,0.83,2.76,2.68,13.72,4.8,22.12,NAVNETEDUL
Investments,4.31,5.65,5.65,68.84,91.08,158.46,181.98,195.8,263.65,292.13,NAVNETEDUL
Other Assets,428.62,548.7,663.83,597.29,550.57,663.15,775.96,913.35,821.97,701.65,NAVNETEDUL
Total,596.29,729.58,858.86,839.6,802.1,992.33,1135.19,1296.13,1306.89,1210.52,NAVNETEDUL
Receivables,111.75,159.38,186.5,179.44,179.56,206.07,251.39,219.86,205.38,142.49,NAVNETEDUL
Inventory,217.15,274.92,329.66,346.59,305.74,371.52,412.34,527.74,455.32,401.57,NAVNETEDUL
Cash & Bank,3.96,3.43,6.28,5.12,5.29,3.71,5.58,18.05,8.21,20.58,NAVNETEDUL
No. of Equity Shares,238215000.0,238215000.0,238215000.0,238215000.0,238215000.0,233558000.0,233558000.0,228870500.0,228870500.0,228870500.0,NAVNETEDUL
New Bonus Shares,,,,,,,,,,,NAVNETEDUL
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,NAVNETEDUL
