Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,12.55,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,NECCLTD
Reserves,37.68,5.23,11.51,17.05,22.69,28.3,32.17,36.7,43.09,44.52,NECCLTD
Borrowings,47.89,65.33,72.58,74.24,78.3,83.37,53.74,72.37,76.12,86.17,NECCLTD
Other Liabilities,13.83,15.47,18.48,21.71,15.83,14.9,18.06,22.95,30.07,15.5,NECCLTD
Total,111.95,136.23,152.77,163.2,167.02,176.77,154.17,182.22,199.48,196.39,NECCLTD
Net Block,16.58,15.03,14.63,14.77,18.36,18.5,18.71,20.32,16.76,13.83,NECCLTD
Capital Work in Progress,,,,,,,,,,,NECCLTD
Investments,,,0.01,0.01,0.01,0.01,,,,,NECCLTD
Other Assets,95.37,121.2,138.13,148.42,148.65,158.26,135.46,161.9,182.72,182.56,NECCLTD
Total,111.95,136.23,152.77,163.2,167.02,176.77,154.17,182.22,199.48,196.39,NECCLTD
Receivables,75.69,98.99,114.14,113.58,120.14,126.65,97.63,109.79,115.35,104.33,NECCLTD
Inventory,,,,,,,,,,,NECCLTD
Cash & Bank,4.34,4.77,3.21,3.69,3.24,3.59,4.61,6.02,5.59,5.53,NECCLTD
No. of Equity Shares,12549334.0,50197336.0,50197336.0,50197336.0,50197336.0,50197336.0,50197336.0,50197336.0,50197336.0,50197336.0,NECCLTD
New Bonus Shares,,,,,,,,,,,NECCLTD
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NECCLTD
