Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,PONNIERODE
Reserves,102.94,120.54,115.16,111.51,112.99,247.98,264.27,284.08,238.86,317.81,PONNIERODE
Borrowings,50.05,82.08,82.83,77.91,76.63,49.05,7.25,34.87,20.13,,PONNIERODE
Other Liabilities,66.01,51.53,45.31,50.97,50.39,32.23,48.24,63.25,47.85,49.58,PONNIERODE
Total,227.6,262.75,251.9,248.99,248.61,337.86,328.36,390.8,315.44,375.99,PONNIERODE
Net Block,44.17,133.09,133.39,127.73,122.61,118.4,119.52,114.17,109.32,104.19,PONNIERODE
Capital Work in Progress,84.17,0.27,0.67,0.16,0.13,,0.06,0.11,0.18,0.19,PONNIERODE
Investments,20.79,20.79,20.79,20.79,20.79,140.61,156.15,168.52,94.81,151.34,PONNIERODE
Other Assets,78.47,108.6,97.05,100.31,105.08,78.85,52.63,108.0,111.13,120.27,PONNIERODE
Total,227.6,262.75,251.9,248.99,248.61,337.86,328.36,390.8,315.44,375.99,PONNIERODE
Receivables,11.85,16.89,11.56,15.04,28.22,23.96,18.39,38.06,69.45,40.94,PONNIERODE
Inventory,46.94,73.83,72.14,72.5,60.46,49.13,31.31,64.02,37.73,51.78,PONNIERODE
Cash & Bank,0.69,1.41,0.79,0.45,0.85,1.98,0.53,3.51,0.65,22.38,PONNIERODE
No. of Equity Shares,8598418.0,8598418.0,8598418.0,8598418.0,8598418.0,8598418.0,8598418.0,8598418.0,8598418.0,8598418.0,PONNIERODE
New Bonus Shares,,,,,,,,,,,PONNIERODE
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,PONNIERODE
