Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,11.47,12.11,12.8,12.84,12.85,12.85,12.85,12.85,12.85,12.85,RSSOFTWARE
Reserves,71.91,104.15,153.01,200.35,202.39,188.16,162.47,138.81,75.43,60.76,RSSOFTWARE
Borrowings,,,,,,1.26,7.84,8.54,8.81,15.22,RSSOFTWARE
Other Liabilities,22.83,18.48,23.87,18.44,24.94,12.71,13.9,12.45,9.31,6.5,RSSOFTWARE
Total,106.21,134.74,189.68,231.63,240.18,214.98,197.06,172.65,106.4,95.33,RSSOFTWARE
Net Block,11.82,12.16,17.81,12.01,8.63,7.77,6.83,5.77,15.01,11.25,RSSOFTWARE
Capital Work in Progress,0.25,0.37,0.74,0.74,0.79,0.2,0.2,6.24,,,RSSOFTWARE
Investments,33.3,29.76,54.25,67.49,72.1,108.4,89.17,63.03,42.23,34.71,RSSOFTWARE
Other Assets,60.84,92.45,116.88,151.39,158.66,98.61,100.86,97.61,49.16,49.37,RSSOFTWARE
Total,106.21,134.74,189.68,231.63,240.18,214.98,197.06,172.65,106.4,95.33,RSSOFTWARE
Receivables,26.91,37.69,46.36,46.19,17.47,18.23,9.93,6.15,5.7,10.26,RSSOFTWARE
Inventory,,,,,,,,,,,RSSOFTWARE
Cash & Bank,17.44,20.57,30.42,68.41,89.71,20.82,25.03,10.3,11.71,10.47,RSSOFTWARE
No. of Equity Shares,11467061.0,12109537.0,12804834.0,25678318.0,25693318.0,25708318.0,25708318.0,25708318.0,25708318.0,25708318.0,RSSOFTWARE
New Bonus Shares,,,,,,,,,,,RSSOFTWARE
Face value,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,RSSOFTWARE
