Report Date,2011-12-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,595.22,1230.5,1091.65,1163.25,1123.58,1172.36,1264.0,1427.33,1269.7,886.75,ANDHRAPAP
Raw Material Cost,192.92,382.52,472.26,523.52,507.94,487.23,482.39,479.73,437.92,303.32,ANDHRAPAP
Change in Inventory,79.92,-79.5,31.58,3.21,-8.56,-23.94,-16.51,1.2,59.53,-52.59,ANDHRAPAP
Power and Fuel,77.84,114.78,87.74,86.17,79.44,86.46,93.7,88.27,97.77,91.32,ANDHRAPAP
Other Mfr. Exp,186.65,318.23,300.43,216.72,190.48,196.84,225.13,225.24,237.46,157.86,ANDHRAPAP
Employee Cost,65.72,112.46,108.24,121.54,129.25,139.22,152.2,156.26,159.19,143.42,ANDHRAPAP
Selling and admin,38.33,85.92,75.9,105.95,92.76,51.14,51.47,79.43,76.06,62.14,ANDHRAPAP
Other Expenses,46.5,21.43,17.19,17.1,-16.07,17.46,16.96,19.28,16.61,15.02,ANDHRAPAP
Other Income,6.37,6.91,12.51,11.83,38.62,-22.22,-7.28,7.42,12.8,10.62,ANDHRAPAP
Depreciation,50.62,87.94,87.01,69.0,73.18,70.03,65.81,67.87,75.9,73.38,ANDHRAPAP
Interest,36.1,55.36,43.39,44.6,40.3,33.59,26.09,8.54,5.32,4.51,ANDHRAPAP
Profit before tax,-13.17,-20.73,-56.42,-6.31,56.36,44.23,126.46,311.33,235.8,-6.19,ANDHRAPAP
Tax,84.64,2.98,-14.81,-6.56,19.47,11.83,43.39,111.25,22.88,-1.6,ANDHRAPAP
Net profit,-97.81,-23.7,-41.61,0.25,36.89,32.4,83.07,200.08,212.92,-4.6,ANDHRAPAP
