Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,POKARNA
Reserves,80.6,84.24,87.67,99.95,109.73,116.57,127.12,132.28,125.34,123.97,POKARNA
Borrowings,76.74,81.68,108.91,100.39,82.45,85.6,80.06,55.64,50.3,49.33,POKARNA
Other Liabilities,110.67,90.59,60.61,55.5,58.95,42.63,34.69,30.07,30.72,33.92,POKARNA
Total,274.21,262.71,263.39,262.04,257.33,251.0,248.07,224.19,212.56,213.42,POKARNA
Net Block,89.02,90.97,85.3,83.34,86.87,112.37,113.43,100.61,95.9,87.17,POKARNA
Capital Work in Progress,2.74,1.22,1.56,4.37,13.34,1.88,1.56,2.19,2.34,1.28,POKARNA
Investments,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.16,POKARNA
Other Assets,121.29,109.36,115.37,113.17,95.96,75.59,71.92,60.23,53.16,63.81,POKARNA
Total,274.21,262.71,263.39,262.04,257.33,251.0,248.07,224.19,212.56,213.42,POKARNA
Receivables,29.9,25.19,34.67,38.97,32.3,20.59,22.43,13.02,7.71,11.09,POKARNA
Inventory,38.09,33.62,32.96,36.28,39.88,33.53,29.32,29.12,31.85,34.03,POKARNA
Cash & Bank,6.19,7.01,4.59,4.25,6.97,5.85,6.32,5.58,2.15,3.71,POKARNA
No. of Equity Shares,6200800.0,6200800.0,6200800.0,6200800.0,6200800.0,6200800.0,31004000.0,31004000.0,31004000.0,31004000.0,POKARNA
New Bonus Shares,,,,,,,,,,,POKARNA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,POKARNA
