Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,12.88,12.88,12.88,28.35,28.35,51.02,51.02,51.02,51.52,51.52,THEINVEST
Reserves,90.52,86.49,86.25,186.8,186.91,371.15,353.66,377.28,371.84,369.7,THEINVEST
Borrowings,0.01,11.82,28.24,,6.05,196.96,318.07,17.72,117.56,113.38,THEINVEST
Other Liabilities,1.3,2.4,62.3,0.77,1.39,58.4,7.59,102.08,45.59,51.08,THEINVEST
Total,104.71,113.59,189.67,215.92,222.7,677.53,730.34,548.1,586.51,585.68,THEINVEST
Net Block,0.24,0.15,0.05,0.15,0.12,0.12,0.17,0.32,14.07,5.04,THEINVEST
Capital Work in Progress,,,0.01,,,,,,,,THEINVEST
Investments,80.95,93.5,106.25,198.23,207.93,644.32,646.85,371.08,474.63,499.51,THEINVEST
Other Assets,23.52,19.94,83.36,17.54,14.65,33.09,83.32,176.7,97.81,81.13,THEINVEST
Total,104.71,113.59,189.67,215.92,222.7,677.53,730.34,548.1,586.51,585.68,THEINVEST
Receivables,0.17,0.5,1.2,,2.14,2.55,28.01,60.42,42.97,33.11,THEINVEST
Inventory,,,,,,,3.25,0.02,1.17,0.64,THEINVEST
Cash & Bank,11.73,12.76,13.88,0.48,0.95,0.49,1.88,2.44,0.94,2.26,THEINVEST
No. of Equity Shares,12879290.0,12879300.0,12879290.0,28345990.0,28345990.0,51023767.0,51023767.0,51023767.0,51023767.0,51520267.0,THEINVEST
New Bonus Shares,,,,,,,,,,,THEINVEST
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,THEINVEST
